Barrio,Uso,Fecha (aaaa/mm/dd),Consumo (litros),Nº Contratos
6-LOS ANGELES,DOMESTICO,2023/03/31,"15,000,319","2,946"
6-LOS ANGELES,NO DOMESTICO,2023/03/31,"4,393,971",294
6-LOS ANGELES,DOMESTICO,2023/04/30,"15,584,920","2,898"
6-LOS ANGELES,NO DOMESTICO,2023/04/30,"4,803,304",289
6-LOS ANGELES,DOMESTICO,2023/05/31,"16,743,375","2,955"
6-LOS ANGELES,NO DOMESTICO,2023/05/31,"5,363,365",295
6-LOS ANGELES,DOMESTICO,2023/06/30,"19,739,995","2,980"
6-LOS ANGELES,NO DOMESTICO,2023/06/30,"6,811,149",298
6-LOS ANGELES,DOMESTICO,2023/07/31,"18,883,702","2,929"
6-LOS ANGELES,NO DOMESTICO,2023/07/31,"4,844,048",292
6-LOS ANGELES,DOMESTICO,2023/08/31,"20,795,548","3,001"
6-LOS ANGELES,NO DOMESTICO,2023/08/31,"6,208,853",300
6-LOS ANGELES,DOMESTICO,2023/09/30,"16,985,880","2,975"
6-LOS ANGELES,NO DOMESTICO,2023/09/30,"6,082,562",297
6-LOS ANGELES,DOMESTICO,2023/10/31,"16,150,056","2,980"
6-LOS ANGELES,NO DOMESTICO,2023/10/31,"5,126,324",298
6-LOS ANGELES,DOMESTICO,2023/11/30,"14,672,751","2,998"
6-LOS ANGELES,NO DOMESTICO,2023/11/30,"4,112,459",299
6-LOS ANGELES,DOMESTICO,2023/12/31,"14,832,795","3,006"
6-LOS ANGELES,NO DOMESTICO,2023/12/31,"4,918,953",300
6-LOS ANGELES,DOMESTICO,2024/01/31,"13,876,063","3,046"
6-LOS ANGELES,NO DOMESTICO,2024/01/31,"3,825,704",304
6-LOS ANGELES,DOMESTICO,2024/02/29,"14,589,577","3,006"
6-LOS ANGELES,NO DOMESTICO,2024/02/29,"4,750,503",300
6-LOS ANGELES,DOMESTICO,2024/03/31,"16,710,671","2,971"
6-LOS ANGELES,NO DOMESTICO,2024/03/31,"4,948,165",297
6-LOS ANGELES,DOMESTICO,2024/04/30,"15,738,117","3,014"
6-LOS ANGELES,NO DOMESTICO,2024/04/30,"4,090,934",301
6-LOS ANGELES,DOMESTICO,2024/05/31,"18,231,109","3,058"
6-LOS ANGELES,NO DOMESTICO,2024/05/31,"4,892,083",305
6-LOS ANGELES,DOMESTICO,2024/06/30,"19,187,780","3,007"
6-LOS ANGELES,NO DOMESTICO,2024/06/30,"6,509,740",300
6-LOS ANGELES,DOMESTICO,2024/07/31,"19,354,648","3,044"
6-LOS ANGELES,NO DOMESTICO,2024/07/31,"5,684,764",304
6-LOS ANGELES,DOMESTICO,2024/08/31,"17,717,453","3,052"
6-LOS ANGELES,NO DOMESTICO,2024/08/31,"5,288,680",305
6-LOS ANGELES,DOMESTICO,2024/09/30,"19,169,964","3,062"
6-LOS ANGELES,NO DOMESTICO,2024/09/30,"6,597,343",306
6-LOS ANGELES,DOMESTICO,2024/10/31,"16,526,897","3,108"
6-LOS ANGELES,NO DOMESTICO,2024/10/31,"4,507,538",310
6-LOS ANGELES,DOMESTICO,2024/11/30,"15,325,122","3,157"
6-LOS ANGELES,NO DOMESTICO,2024/11/30,"4,592,454",315
6-LOS ANGELES,DOMESTICO,2024/12/31,"14,087,588","3,093"
6-LOS ANGELES,NO DOMESTICO,2024/12/31,"4,173,416",309
8-ALIPARK,DOMESTICO,2022/01/31,"7,396,181","1,491"
8-ALIPARK,NO DOMESTICO,2022/01/31,"2,211,556",149
8-ALIPARK,DOMESTICO,2022/02/28,"7,617,345","1,496"
8-ALIPARK,NO DOMESTICO,2022/02/28,"2,295,417",149
8-ALIPARK,DOMESTICO,2022/03/31,"9,223,600","1,505"
8-ALIPARK,NO DOMESTICO,2022/03/31,"2,173,001",150
8-ALIPARK,DOMESTICO,2022/04/30,"9,745,579","1,529"
8-ALIPARK,NO DOMESTICO,2022/04/30,"2,424,365",152
8-ALIPARK,DOMESTICO,2022/05/31,"9,615,795","1,512"
8-ALIPARK,NO DOMESTICO,2022/05/31,"2,556,528",151
8-ALIPARK,DOMESTICO,2022/06/30,"10,097,152","1,510"
8-ALIPARK,NO DOMESTICO,2022/06/30,"3,453,776",151
8-ALIPARK,DOMESTICO,2022/07/31,"12,292,299","1,541"
8-ALIPARK,NO DOMESTICO,2022/07/31,"3,898,062",154
8-ALIPARK,DOMESTICO,2022/08/31,"10,791,830","1,514"
8-ALIPARK,NO DOMESTICO,2022/08/31,"3,355,410",151
8-ALIPARK,DOMESTICO,2022/09/30,"10,369,134","1,517"
8-ALIPARK,NO DOMESTICO,2022/09/30,"3,036,854",151
8-ALIPARK,DOMESTICO,2022/10/31,"9,340,560","1,534"
8-ALIPARK,NO DOMESTICO,2022/10/31,"2,894,193",153
8-ALIPARK,DOMESTICO,2022/11/30,"8,596,951","1,539"
8-ALIPARK,NO DOMESTICO,2022/11/30,"2,342,254",153
8-ALIPARK,DOMESTICO,2022/12/31,"7,892,676","1,558"
8-ALIPARK,NO DOMESTICO,2022/12/31,"2,297,310",155
8-ALIPARK,DOMESTICO,2023/01/31,"7,448,745","1,558"
8-ALIPARK,NO DOMESTICO,2023/01/31,"2,387,489",155
8-ALIPARK,DOMESTICO,2023/02/28,"7,995,811","1,555"
8-ALIPARK,NO DOMESTICO,2023/02/28,"2,591,687",155
8-ALIPARK,DOMESTICO,2023/03/31,"8,223,409","1,552"
8-ALIPARK,NO DOMESTICO,2023/03/31,"2,157,020",155
8-ALIPARK,DOMESTICO,2023/04/30,"8,850,613","1,576"
8-ALIPARK,NO DOMESTICO,2023/04/30,"3,016,400",157
8-ALIPARK,DOMESTICO,2023/05/31,"10,825,663","1,540"
8-ALIPARK,NO DOMESTICO,2023/05/31,"3,302,524",154
8-ALIPARK,DOMESTICO,2023/06/30,"10,847,180","1,575"
8-ALIPARK,NO DOMESTICO,2023/06/30,"3,347,401",157
8-ALIPARK,DOMESTICO,2023/07/31,"12,503,706","1,580"
8-ALIPARK,NO DOMESTICO,2023/07/31,"3,785,390",158
8-ALIPARK,DOMESTICO,2023/08/31,"11,405,638","1,587"
8-ALIPARK,NO DOMESTICO,2023/08/31,"3,391,079",158
8-ALIPARK,DOMESTICO,2023/09/30,"9,620,817","1,594"
8-ALIPARK,NO DOMESTICO,2023/09/30,"2,568,488",159
8-ALIPARK,DOMESTICO,2023/10/31,"9,518,026","1,605"
8-ALIPARK,NO DOMESTICO,2023/10/31,"2,804,615",160
8-ALIPARK,DOMESTICO,2023/11/30,"8,589,446","1,599"
8-ALIPARK,NO DOMESTICO,2023/11/30,"2,451,686",159
8-ALIPARK,DOMESTICO,2023/12/31,"7,904,371","1,591"
8-ALIPARK,NO DOMESTICO,2023/12/31,"2,184,335",159
8-ALIPARK,DOMESTICO,2024/01/31,"7,530,667","1,614"
8-ALIPARK,NO DOMESTICO,2024/01/31,"2,439,145",161
8-ALIPARK,DOMESTICO,2024/02/29,"8,657,751","1,619"
8-ALIPARK,NO DOMESTICO,2024/02/29,"2,785,941",161
8-ALIPARK,DOMESTICO,2024/03/31,"9,828,105","1,641"
8-ALIPARK,NO DOMESTICO,2024/03/31,"2,512,684",164
8-ALIPARK,DOMESTICO,2024/04/30,"9,311,712","1,602"
8-ALIPARK,NO DOMESTICO,2024/04/30,"2,795,849",160
8-ALIPARK,DOMESTICO,2024/05/31,"10,197,854","1,633"
8-ALIPARK,NO DOMESTICO,2024/05/31,"3,099,362",163
8-ALIPARK,DOMESTICO,2024/06/30,"11,112,043","1,619"
8-ALIPARK,NO DOMESTICO,2024/06/30,"2,942,025",161
8-ALIPARK,DOMESTICO,2024/07/31,"11,335,844","1,621"
8-ALIPARK,NO DOMESTICO,2024/07/31,"3,133,322",162
8-ALIPARK,DOMESTICO,2024/08/31,"11,539,520","1,655"
8-ALIPARK,NO DOMESTICO,2024/08/31,"4,178,229",165
8-ALIPARK,DOMESTICO,2024/09/30,"10,997,304","1,651"
8-ALIPARK,NO DOMESTICO,2024/09/30,"3,070,779",165
8-ALIPARK,DOMESTICO,2024/10/31,"9,474,154","1,659"
8-ALIPARK,NO DOMESTICO,2024/10/31,"2,854,419",165
8-ALIPARK,DOMESTICO,2024/11/30,"8,885,596","1,691"
8-ALIPARK,NO DOMESTICO,2024/11/30,"2,909,045",169
8-ALIPARK,DOMESTICO,2024/12/31,"8,084,152","1,646"
8-ALIPARK,NO DOMESTICO,2024/12/31,"2,758,723",164
9-FLORIDA ALTA,DOMESTICO,2022/01/31,"14,606,548","2,583"
9-FLORIDA ALTA,NO DOMESTICO,2022/01/31,"4,624,694",258
9-FLORIDA ALTA,DOMESTICO,2022/02/28,"14,359,355","2,593"
9-FLORIDA ALTA,NO DOMESTICO,2022/02/28,"4,637,600",259
9-FLORIDA ALTA,DOMESTICO,2022/03/31,"14,049,612","2,631"
9-FLORIDA ALTA,NO DOMESTICO,2022/03/31,"3,968,190",263
9-FLORIDA ALTA,DOMESTICO,2022/04/30,"15,898,211","2,616"
9-FLORIDA ALTA,NO DOMESTICO,2022/04/30,"4,994,802",261
9-FLORIDA ALTA,DOMESTICO,2022/05/31,"16,200,342","2,635"
9-FLORIDA ALTA,NO DOMESTICO,2022/05/31,"4,998,424",263
9-FLORIDA ALTA,DOMESTICO,2022/06/30,"19,638,189","2,654"
9-FLORIDA ALTA,NO DOMESTICO,2022/06/30,"6,391,199",265
9-FLORIDA ALTA,DOMESTICO,2022/07/31,"20,810,566","2,668"
9-FLORIDA ALTA,NO DOMESTICO,2022/07/31,"6,189,510",266
9-FLORIDA ALTA,DOMESTICO,2022/08/31,"19,848,458","2,611"
9-FLORIDA ALTA,NO DOMESTICO,2022/08/31,"6,051,153",261
9-FLORIDA ALTA,DOMESTICO,2022/09/30,"16,765,726","2,669"
9-FLORIDA ALTA,NO DOMESTICO,2022/09/30,"4,579,231",266
9-FLORIDA ALTA,DOMESTICO,2022/10/31,"16,090,779","2,697"
9-FLORIDA ALTA,NO DOMESTICO,2022/10/31,"5,077,202",269
9-FLORIDA ALTA,DOMESTICO,2022/11/30,"14,396,891","2,678"
9-FLORIDA ALTA,NO DOMESTICO,2022/11/30,"4,629,397",267
9-FLORIDA ALTA,DOMESTICO,2022/12/31,"13,429,578","2,672"
9-FLORIDA ALTA,NO DOMESTICO,2022/12/31,"3,876,973",267
9-FLORIDA ALTA,DOMESTICO,2023/01/31,"13,691,199","2,682"
9-FLORIDA ALTA,NO DOMESTICO,2023/01/31,"4,177,233",268
9-FLORIDA ALTA,DOMESTICO,2023/02/28,"15,335,160","2,688"
9-FLORIDA ALTA,NO DOMESTICO,2023/02/28,"4,258,581",268
9-FLORIDA ALTA,DOMESTICO,2023/03/31,"15,325,157","2,704"
9-FLORIDA ALTA,NO DOMESTICO,2023/03/31,"5,122,162",270
9-FLORIDA ALTA,DOMESTICO,2023/04/30,"17,460,847","2,722"
9-FLORIDA ALTA,NO DOMESTICO,2023/04/30,"4,612,323",272
9-FLORIDA ALTA,DOMESTICO,2023/05/31,"18,792,132","2,731"
9-FLORIDA ALTA,NO DOMESTICO,2023/05/31,"5,672,672",273
9-FLORIDA ALTA,DOMESTICO,2023/06/30,"19,352,644","2,760"
9-FLORIDA ALTA,NO DOMESTICO,2023/06/30,"6,460,383",276
9-FLORIDA ALTA,DOMESTICO,2023/07/31,"20,962,669","2,800"
9-FLORIDA ALTA,NO DOMESTICO,2023/07/31,"6,064,666",280
9-FLORIDA ALTA,DOMESTICO,2023/08/31,"22,362,878","2,785"
9-FLORIDA ALTA,NO DOMESTICO,2023/08/31,"6,416,698",278
9-FLORIDA ALTA,DOMESTICO,2023/09/30,"18,159,441","2,745"
9-FLORIDA ALTA,NO DOMESTICO,2023/09/30,"4,853,029",274
9-FLORIDA ALTA,DOMESTICO,2023/10/31,"15,551,664","2,739"
9-FLORIDA ALTA,NO DOMESTICO,2023/10/31,"4,364,538",273
9-FLORIDA ALTA,DOMESTICO,2023/11/30,"15,043,491","2,770"
9-FLORIDA ALTA,NO DOMESTICO,2023/11/30,"5,072,845",277
9-FLORIDA ALTA,DOMESTICO,2023/12/31,"14,448,236","2,753"
9-FLORIDA ALTA,NO DOMESTICO,2023/12/31,"4,255,626",275
9-FLORIDA ALTA,DOMESTICO,2024/01/31,"14,927,452","2,785"
9-FLORIDA ALTA,NO DOMESTICO,2024/01/31,"4,068,692",278
9-FLORIDA ALTA,DOMESTICO,2024/02/29,"15,177,142","2,804"
9-FLORIDA ALTA,NO DOMESTICO,2024/02/29,"4,725,767",280
9-FLORIDA ALTA,DOMESTICO,2024/03/31,"18,283,049","2,810"
9-FLORIDA ALTA,NO DOMESTICO,2024/03/31,"5,205,078",281
9-FLORIDA ALTA,DOMESTICO,2024/04/30,"16,524,198","2,796"
9-FLORIDA ALTA,NO DOMESTICO,2024/04/30,"4,726,802",279
9-FLORIDA ALTA,DOMESTICO,2024/05/31,"19,550,033","2,801"
9-FLORIDA ALTA,NO DOMESTICO,2024/05/31,"6,529,179",280
9-FLORIDA ALTA,DOMESTICO,2024/06/30,"19,391,501","2,811"
9-FLORIDA ALTA,NO DOMESTICO,2024/06/30,"6,034,697",281
9-FLORIDA ALTA,DOMESTICO,2024/07/31,"22,175,114","2,819"
9-FLORIDA ALTA,NO DOMESTICO,2024/07/31,"6,738,946",281
9-FLORIDA ALTA,DOMESTICO,2024/08/31,"22,465,950","2,802"
9-FLORIDA ALTA,NO DOMESTICO,2024/08/31,"7,702,589",280
9-FLORIDA ALTA,DOMESTICO,2024/09/30,"18,640,930","2,833"
9-FLORIDA ALTA,NO DOMESTICO,2024/09/30,"5,714,112",283
9-FLORIDA ALTA,DOMESTICO,2024/10/31,"17,697,088","2,866"
9-FLORIDA ALTA,NO DOMESTICO,2024/10/31,"6,150,018",286
9-FLORIDA ALTA,DOMESTICO,2024/11/30,"14,739,687","2,860"
9-FLORIDA ALTA,NO DOMESTICO,2024/11/30,"3,933,968",286
9-FLORIDA ALTA,DOMESTICO,2024/12/31,"14,247,068","2,853"
9-FLORIDA ALTA,NO DOMESTICO,2024/12/31,"4,882,593",285
10-FLORIDA BAJA,DOMESTICO,2022/01/31,"25,314,747","4,675"
10-FLORIDA BAJA,NO DOMESTICO,2022/01/31,"7,576,334",467
10-FLORIDA BAJA,DOMESTICO,2022/02/28,"29,779,856","4,769"
10-FLORIDA BAJA,NO DOMESTICO,2022/02/28,"8,538,392",476
10-FLORIDA BAJA,DOMESTICO,2022/03/31,"29,629,573","4,705"
10-FLORIDA BAJA,NO DOMESTICO,2022/03/31,"9,363,810",470
10-FLORIDA BAJA,DOMESTICO,2022/04/30,"31,310,933","4,829"
10-FLORIDA BAJA,NO DOMESTICO,2022/04/30,"9,106,282",482
10-FLORIDA BAJA,DOMESTICO,2022/05/31,"34,354,769","4,784"
10-FLORIDA BAJA,NO DOMESTICO,2022/05/31,"10,973,747",478
10-FLORIDA BAJA,DOMESTICO,2022/06/30,"37,539,335","4,794"
10-FLORIDA BAJA,NO DOMESTICO,2022/06/30,"12,304,994",479
10-FLORIDA BAJA,DOMESTICO,2022/07/31,"39,424,452","4,849"
10-FLORIDA BAJA,NO DOMESTICO,2022/07/31,"11,647,552",484
10-FLORIDA BAJA,DOMESTICO,2022/08/31,"39,159,123","4,805"
10-FLORIDA BAJA,NO DOMESTICO,2022/08/31,"10,968,539",480
10-FLORIDA BAJA,DOMESTICO,2022/09/30,"32,813,610","4,830"
10-FLORIDA BAJA,NO DOMESTICO,2022/09/30,"9,866,720",483
10-FLORIDA BAJA,DOMESTICO,2022/10/31,"30,454,400","4,886"
10-FLORIDA BAJA,NO DOMESTICO,2022/10/31,"9,158,999",488
10-FLORIDA BAJA,DOMESTICO,2022/11/30,"27,471,865","4,777"
10-FLORIDA BAJA,NO DOMESTICO,2022/11/30,"8,654,442",477
10-FLORIDA BAJA,DOMESTICO,2022/12/31,"25,208,698","4,956"
10-FLORIDA BAJA,NO DOMESTICO,2022/12/31,"7,685,881",495
10-FLORIDA BAJA,DOMESTICO,2023/01/31,"28,193,532","4,880"
10-FLORIDA BAJA,NO DOMESTICO,2023/01/31,"8,393,578",488
10-FLORIDA BAJA,DOMESTICO,2023/02/28,"27,968,443","4,896"
10-FLORIDA BAJA,NO DOMESTICO,2023/02/28,"8,505,357",489
10-FLORIDA BAJA,DOMESTICO,2023/03/31,"29,466,065","4,876"
10-FLORIDA BAJA,NO DOMESTICO,2023/03/31,"9,587,264",487
10-FLORIDA BAJA,DOMESTICO,2023/04/30,"30,840,588","4,863"
10-FLORIDA BAJA,NO DOMESTICO,2023/04/30,"8,728,577",486
10-FLORIDA BAJA,DOMESTICO,2023/05/31,"31,309,628","4,981"
10-FLORIDA BAJA,NO DOMESTICO,2023/05/31,"8,971,095",498
10-FLORIDA BAJA,DOMESTICO,2023/06/30,"39,734,842","4,957"
10-FLORIDA BAJA,NO DOMESTICO,2023/06/30,"11,841,006",495
10-FLORIDA BAJA,DOMESTICO,2023/07/31,"42,449,581","4,927"
10-FLORIDA BAJA,NO DOMESTICO,2023/07/31,"11,243,655",492
10-FLORIDA BAJA,DOMESTICO,2023/08/31,"38,207,194","4,864"
10-FLORIDA BAJA,NO DOMESTICO,2023/08/31,"10,992,740",486
10-FLORIDA BAJA,DOMESTICO,2023/09/30,"35,403,648","4,934"
10-FLORIDA BAJA,NO DOMESTICO,2023/09/30,"10,819,470",493
10-FLORIDA BAJA,DOMESTICO,2023/10/31,"28,714,708","4,969"
10-FLORIDA BAJA,NO DOMESTICO,2023/10/31,"9,198,977",496
10-FLORIDA BAJA,DOMESTICO,2023/11/30,"27,803,202","5,040"
10-FLORIDA BAJA,NO DOMESTICO,2023/11/30,"9,573,178",504
10-FLORIDA BAJA,DOMESTICO,2023/12/31,"23,735,713","4,974"
10-FLORIDA BAJA,NO DOMESTICO,2023/12/31,"6,721,154",497
10-FLORIDA BAJA,DOMESTICO,2024/01/31,"27,295,896","5,036"
10-FLORIDA BAJA,NO DOMESTICO,2024/01/31,"8,021,166",503
10-FLORIDA BAJA,DOMESTICO,2024/02/29,"26,343,964","5,069"
10-FLORIDA BAJA,NO DOMESTICO,2024/02/29,"8,800,364",506
10-FLORIDA BAJA,DOMESTICO,2024/03/31,"31,988,553","5,062"
10-FLORIDA BAJA,NO DOMESTICO,2024/03/31,"9,855,789",506
10-FLORIDA BAJA,DOMESTICO,2024/04/30,"33,058,290","5,102"
10-FLORIDA BAJA,NO DOMESTICO,2024/04/30,"10,268,671",510
10-FLORIDA BAJA,DOMESTICO,2024/05/31,"37,187,910","5,125"
10-FLORIDA BAJA,NO DOMESTICO,2024/05/31,"11,320,714",512
10-FLORIDA BAJA,DOMESTICO,2024/06/30,"38,054,117","5,142"
10-FLORIDA BAJA,NO DOMESTICO,2024/06/30,"12,726,540",514
10-FLORIDA BAJA,DOMESTICO,2024/07/31,"43,701,756","5,091"
10-FLORIDA BAJA,NO DOMESTICO,2024/07/31,"13,065,840",509
10-FLORIDA BAJA,DOMESTICO,2024/08/31,"39,209,883","5,069"
10-FLORIDA BAJA,NO DOMESTICO,2024/08/31,"11,102,322",506
10-FLORIDA BAJA,DOMESTICO,2024/09/30,"34,793,063","5,190"
10-FLORIDA BAJA,NO DOMESTICO,2024/09/30,"10,065,340",519
10-FLORIDA BAJA,DOMESTICO,2024/10/31,"30,630,477","5,076"
10-FLORIDA BAJA,NO DOMESTICO,2024/10/31,"7,398,517",507
10-FLORIDA BAJA,DOMESTICO,2024/11/30,"29,372,432","5,104"
10-FLORIDA BAJA,NO DOMESTICO,2024/11/30,"9,358,330",510
10-FLORIDA BAJA,DOMESTICO,2024/12/31,"25,628,307","5,213"
10-FLORIDA BAJA,NO DOMESTICO,2024/12/31,"7,654,738",521
14-ENSANCHE DIPUTACION,DOMESTICO,2022/01/31,"18,236,164","3,399"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/01/31,"6,112,610",339
14-ENSANCHE DIPUTACION,DOMESTICO,2022/02/28,"20,058,157","3,440"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/02/28,"6,030,390",344
14-ENSANCHE DIPUTACION,DOMESTICO,2022/03/31,"19,586,051","3,427"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/03/31,"5,747,861",342
14-ENSANCHE DIPUTACION,DOMESTICO,2022/04/30,"21,683,706","3,407"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/04/30,"6,345,759",340
14-ENSANCHE DIPUTACION,DOMESTICO,2022/05/31,"26,144,967","3,501"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/05/31,"7,482,949",350
14-ENSANCHE DIPUTACION,DOMESTICO,2022/06/30,"29,353,303","3,470"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/06/30,"9,457,376",347
14-ENSANCHE DIPUTACION,DOMESTICO,2022/07/31,"28,064,481","3,463"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/07/31,"8,881,930",346
14-ENSANCHE DIPUTACION,DOMESTICO,2022/08/31,"29,752,891","3,484"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/08/31,"9,368,655",348
14-ENSANCHE DIPUTACION,DOMESTICO,2022/09/30,"25,226,617","3,517"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/09/30,"8,348,936",351
14-ENSANCHE DIPUTACION,DOMESTICO,2022/10/31,"25,351,083","3,498"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/10/31,"7,169,570",349
14-ENSANCHE DIPUTACION,DOMESTICO,2022/11/30,"21,203,419","3,561"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/11/30,"6,027,837",356
14-ENSANCHE DIPUTACION,DOMESTICO,2022/12/31,"18,893,972","3,495"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/12/31,"5,852,147",349
14-ENSANCHE DIPUTACION,DOMESTICO,2023/01/31,"19,582,001","3,540"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/01/31,"5,863,154",354
14-ENSANCHE DIPUTACION,DOMESTICO,2023/02/28,"23,091,033","3,605"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/02/28,"7,159,170",360
14-ENSANCHE DIPUTACION,DOMESTICO,2023/03/31,"22,692,940","3,544"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/03/31,"7,133,961",354
14-ENSANCHE DIPUTACION,DOMESTICO,2023/04/30,"23,267,274","3,518"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/04/30,"6,034,666",351
14-ENSANCHE DIPUTACION,DOMESTICO,2023/05/31,"26,713,276","3,576"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/05/31,"7,691,276",357
14-ENSANCHE DIPUTACION,DOMESTICO,2023/06/30,"26,910,195","3,626"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/06/30,"7,115,506",362
14-ENSANCHE DIPUTACION,DOMESTICO,2023/07/31,"31,649,179","3,591"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/07/31,"10,770,831",359
14-ENSANCHE DIPUTACION,DOMESTICO,2023/08/31,"30,823,957","3,578"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/08/31,"9,198,087",357
14-ENSANCHE DIPUTACION,DOMESTICO,2023/09/30,"27,688,872","3,598"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/09/30,"8,720,718",359
14-ENSANCHE DIPUTACION,DOMESTICO,2023/10/31,"25,100,663","3,560"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/10/31,"8,361,588",356
14-ENSANCHE DIPUTACION,DOMESTICO,2023/11/30,"21,663,696","3,603"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/11/30,"6,750,344",360
14-ENSANCHE DIPUTACION,DOMESTICO,2023/12/31,"19,463,933","3,643"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/12/31,"5,520,891",364
14-ENSANCHE DIPUTACION,DOMESTICO,2024/01/31,"21,963,408","3,643"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/01/31,"6,869,904",364
14-ENSANCHE DIPUTACION,DOMESTICO,2024/02/29,"22,301,775","3,642"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/02/29,"5,163,034",364
14-ENSANCHE DIPUTACION,DOMESTICO,2024/03/31,"21,525,188","3,704"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/03/31,"6,263,546",370
14-ENSANCHE DIPUTACION,DOMESTICO,2024/04/30,"22,790,466","3,637"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/04/30,"7,457,697",363
14-ENSANCHE DIPUTACION,DOMESTICO,2024/05/31,"27,008,848","3,669"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/05/31,"8,052,438",366
14-ENSANCHE DIPUTACION,DOMESTICO,2024/06/30,"29,459,796","3,712"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/06/30,"7,926,545",371
14-ENSANCHE DIPUTACION,DOMESTICO,2024/07/31,"30,541,047","3,739"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/07/31,"8,002,054",373
14-ENSANCHE DIPUTACION,DOMESTICO,2024/08/31,"32,522,021","3,701"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/08/31,"10,417,413",370
14-ENSANCHE DIPUTACION,DOMESTICO,2024/09/30,"26,894,182","3,714"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/09/30,"7,852,186",371
14-ENSANCHE DIPUTACION,DOMESTICO,2024/10/31,"25,474,119","3,807"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/10/31,"7,890,618",380
14-ENSANCHE DIPUTACION,DOMESTICO,2024/11/30,"22,558,939","3,781"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/11/30,"6,625,679",378
14-ENSANCHE DIPUTACION,DOMESTICO,2024/12/31,"20,528,741","3,750"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2024/12/31,"6,140,283",375
16-PLA DEL BON REPOS,DOMESTICO,2022/01/31,"41,200,492","7,554"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/01/31,"13,077,662",755
16-PLA DEL BON REPOS,DOMESTICO,2022/02/28,"42,496,543","7,516"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/02/28,"10,702,413",751
16-PLA DEL BON REPOS,DOMESTICO,2022/03/31,"47,088,936","7,613"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/03/31,"15,248,555",761
16-PLA DEL BON REPOS,DOMESTICO,2022/04/30,"51,951,857","7,350"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/04/30,"15,411,510",735
16-PLA DEL BON REPOS,DOMESTICO,2022/05/31,"50,278,165","7,673"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/05/31,"15,816,682",767
16-PLA DEL BON REPOS,DOMESTICO,2022/06/30,"55,114,929","7,533"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/06/30,"19,058,686",753
16-PLA DEL BON REPOS,DOMESTICO,2022/07/31,"61,622,735","7,620"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/07/31,"19,773,603",762
16-PLA DEL BON REPOS,DOMESTICO,2022/08/31,"60,526,570","7,694"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/08/31,"18,678,411",769
16-PLA DEL BON REPOS,DOMESTICO,2022/09/30,"55,174,984","7,860"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/09/30,"16,818,790",786
16-PLA DEL BON REPOS,DOMESTICO,2022/10/31,"51,500,049","7,781"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/10/31,"16,915,011",778
16-PLA DEL BON REPOS,DOMESTICO,2022/11/30,"41,270,328","7,772"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/11/30,"13,995,390",777
