barrio,tipo_anomalia,year,month,electricity_kwh_total,electricity_kwh_per_m3,ratio_zscore,ratio_yoy,elec_water_anomaly_flag,source
8-ALIPARK,normal,2023,12,79132.0,2.03,-0.06,0.9,0,REE distribución + AMAEM ratio (synthetic)
8-ALIPARK,normal,2024,1,64752.0,1.92,-0.16,0.86,0,REE distribución + AMAEM ratio (synthetic)
8-ALIPARK,normal,2024,2,73727.0,2.32,0.2,1.07,0,REE distribución + AMAEM ratio (synthetic)
8-ALIPARK,normal,2024,3,65516.0,2.13,0.02,1.02,0,REE distribución + AMAEM ratio (synthetic)
8-ALIPARK,normal,2024,4,62259.0,2.2,0.09,1.09,0,REE distribución + AMAEM ratio (synthetic)
8-ALIPARK,normal,2024,5,71450.0,1.99,-0.1,0.97,0,REE distribución + AMAEM ratio (synthetic)
8-ALIPARK,normal,2024,6,73191.0,2.22,0.11,0.97,0,REE distribución + AMAEM ratio (synthetic)
8-ALIPARK,normal,2024,7,79162.0,3.05,0.86,1.15,0,REE distribución + AMAEM ratio (synthetic)
8-ALIPARK,normal,2024,8,85572.0,2.58,0.43,1.0,0,REE distribución + AMAEM ratio (synthetic)
8-ALIPARK,normal,2024,9,85694.0,2.36,0.24,1.06,0,REE distribución + AMAEM ratio (synthetic)
8-ALIPARK,normal,2024,10,62951.0,1.92,-0.16,0.94,0,REE distribución + AMAEM ratio (synthetic)
8-ALIPARK,normal,2024,11,78005.0,2.25,0.14,1.06,0,REE distribución + AMAEM ratio (synthetic)
8-ALIPARK,normal,2024,12,80122.0,2.26,0.14,1.0,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2022,1,68454.0,2.79,0.63,1.02,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2022,2,61660.0,2.27,0.16,0.85,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2022,3,71077.0,2.59,0.45,1.02,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2022,4,75930.0,2.46,0.33,0.99,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2022,5,66102.0,2.74,0.58,1.08,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2022,6,72459.0,2.68,0.53,0.95,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2022,7,90167.0,3.24,1.04,0.99,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2022,8,82275.0,3.65,1.41,1.15,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2022,9,80146.0,2.62,0.47,0.96,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2022,10,79427.0,2.6,0.46,1.03,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2022,11,80984.0,2.52,0.38,0.97,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2022,12,79964.0,2.92,0.74,1.04,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2023,1,72349.0,2.75,0.59,1.0,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2023,2,77145.0,2.84,0.67,1.07,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2023,3,68283.0,2.6,0.45,1.02,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2023,4,77049.0,2.67,0.52,1.08,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2023,5,73537.0,2.35,0.22,0.93,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2023,6,84414.0,2.79,0.63,0.99,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2023,7,93868.0,3.35,1.13,1.03,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2023,8,94202.0,3.27,1.07,1.03,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2023,9,78228.0,3.05,0.87,1.12,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2023,10,73216.0,2.42,0.29,0.96,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2023,11,77040.0,2.72,0.57,1.04,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2023,12,80776.0,2.87,0.7,1.03,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2024,1,80058.0,2.76,0.6,1.01,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2024,2,73332.0,2.8,0.64,1.05,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2024,3,78828.0,2.32,0.2,0.91,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2024,4,65949.0,2.5,0.36,1.01,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2024,5,68294.0,1.98,-0.11,0.78,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2024,6,80270.0,2.85,0.69,1.01,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2024,7,101217.0,3.02,0.83,0.93,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2024,8,96888.0,3.34,1.12,1.05,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2024,9,79796.0,2.84,0.68,1.04,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2024,10,71544.0,2.34,0.22,0.92,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2024,11,75444.0,2.66,0.51,1.02,0,REE distribución + AMAEM ratio (synthetic)
9-FLORIDA ALTA,normal,2024,12,71260.0,2.23,0.11,0.8,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2022,1,73187.0,1.76,-0.31,0.98,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2022,2,70781.0,1.46,-0.58,0.84,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2022,3,70940.0,1.28,-0.75,0.76,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2022,4,67668.0,1.55,-0.5,0.95,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2022,5,60210.0,1.78,-0.29,1.07,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2022,6,77134.0,1.84,-0.24,0.99,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2022,7,89381.0,2.21,0.1,1.03,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2022,8,86963.0,1.64,-0.42,0.78,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2022,9,77319.0,1.92,-0.16,1.07,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2022,10,61165.0,1.67,-0.39,1.0,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2022,11,71506.0,1.99,-0.1,1.16,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2022,12,81784.0,1.69,-0.37,0.92,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2023,1,77474.0,1.7,-0.37,0.94,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2023,2,65398.0,1.68,-0.38,0.96,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2023,3,71237.0,1.74,-0.33,1.03,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2023,4,62088.0,1.48,-0.56,0.91,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2023,5,67489.0,1.57,-0.49,0.94,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2023,6,79327.0,1.99,-0.1,1.07,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2023,7,90898.0,2.18,0.07,1.02,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2023,8,93936.0,2.18,0.07,1.04,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2023,9,63726.0,1.91,-0.18,1.06,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2023,10,66569.0,1.82,-0.26,1.09,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2023,11,75326.0,1.88,-0.2,1.1,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2023,12,70272.0,1.98,-0.11,1.08,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2024,1,63985.0,1.81,-0.26,1.01,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2024,2,69688.0,1.78,-0.29,1.02,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2024,3,72406.0,1.51,-0.53,0.9,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2024,4,68551.0,1.72,-0.35,1.06,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2024,5,61721.0,1.73,-0.34,1.04,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2024,6,71109.0,2.06,-0.04,1.11,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2024,7,80943.0,2.17,0.07,1.01,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2024,8,75242.0,1.71,-0.36,0.82,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2024,9,71725.0,1.79,-0.28,1.0,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2024,10,70022.0,1.84,-0.24,1.11,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2024,11,62723.0,1.78,-0.29,1.04,0,REE distribución + AMAEM ratio (synthetic)
10-FLORIDA BAJA,normal,2024,12,70827.0,1.6,-0.45,0.87,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2022,1,42529.0,1.96,-0.13,1.03,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2022,2,37212.0,1.89,-0.19,1.02,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2022,3,37106.0,1.74,-0.33,0.98,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2022,4,35567.0,1.32,-0.71,0.76,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2022,5,32797.0,1.41,-0.63,0.8,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2022,6,37880.0,1.79,-0.28,0.91,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2022,7,45939.0,2.23,0.12,0.99,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2022,8,51254.0,2.33,0.21,1.05,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2022,9,41709.0,1.92,-0.17,1.01,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2022,10,40476.0,1.76,-0.31,1.0,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2022,11,39745.0,1.88,-0.2,1.04,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2022,12,40740.0,1.95,-0.14,1.01,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2023,1,38953.0,2.0,-0.09,1.05,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2023,2,35010.0,1.68,-0.38,0.91,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2023,3,36766.0,1.76,-0.31,0.99,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2023,4,35673.0,1.86,-0.22,1.08,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2023,5,32074.0,1.72,-0.34,0.98,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2023,6,42848.0,2.1,0.0,1.08,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2023,7,49856.0,1.98,-0.11,0.88,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2023,8,48727.0,2.45,0.32,1.11,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2023,9,40346.0,2.14,0.04,1.13,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2023,10,38450.0,1.72,-0.35,0.98,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2023,11,38961.0,1.85,-0.23,1.02,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2023,12,44258.0,1.99,-0.1,1.03,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2024,1,42296.0,1.86,-0.22,0.98,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2024,2,37781.0,2.05,-0.04,1.11,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2024,3,38842.0,1.76,-0.31,0.99,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2024,4,35423.0,1.6,-0.45,0.93,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2024,5,38372.0,1.71,-0.36,0.97,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2024,6,45328.0,2.09,-0.01,1.07,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2024,7,49115.0,1.99,-0.1,0.88,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2024,8,48438.0,2.37,0.25,1.07,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2024,9,44968.0,1.88,-0.2,0.99,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2024,10,36402.0,1.64,-0.42,0.93,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2024,11,41934.0,1.75,-0.32,0.97,0,REE distribución + AMAEM ratio (synthetic)
14-ENSANCHE DIPUTACION,normal,2024,12,40379.0,1.85,-0.23,0.95,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2022,1,35214.0,2.33,0.21,0.85,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2022,2,37817.0,2.65,0.5,1.0,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2022,3,40219.0,2.41,0.29,0.95,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2022,4,36479.0,2.87,0.7,1.16,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2022,5,37577.0,2.25,0.14,0.89,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2022,6,37817.0,2.76,0.6,0.98,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2022,7,47418.0,3.67,1.43,1.13,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2022,8,45985.0,3.39,1.17,1.07,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2022,9,41076.0,2.08,-0.02,0.76,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2022,10,38293.0,2.31,0.19,0.91,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2022,11,40991.0,2.3,0.19,0.88,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2022,12,42639.0,2.99,0.81,1.07,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2023,1,43767.0,2.86,0.69,1.04,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2023,2,36707.0,2.68,0.53,1.01,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2023,3,33257.0,2.24,0.13,0.88,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2023,4,30526.0,2.34,0.22,0.95,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2023,5,37750.0,2.57,0.43,1.02,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2023,6,39513.0,3.03,0.85,1.08,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2023,7,43784.0,2.78,0.62,0.85,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2023,8,48648.0,2.9,0.73,0.91,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2023,9,40279.0,2.61,0.46,0.95,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2023,10,40350.0,2.64,0.49,1.05,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2023,11,37073.0,2.59,0.45,0.99,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2023,12,43122.0,2.78,0.62,1.0,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2024,1,36576.0,2.72,0.56,0.99,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2024,2,34456.0,2.81,0.64,1.06,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2024,3,37883.0,2.42,0.29,0.95,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2024,4,34057.0,2.26,0.15,0.91,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2024,5,34990.0,2.45,0.32,0.97,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2024,6,44807.0,2.68,0.53,0.95,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2024,7,44728.0,3.43,1.21,1.05,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2024,8,41272.0,3.14,0.94,0.99,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2024,9,41498.0,2.64,0.49,0.96,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2024,10,34835.0,2.53,0.39,1.0,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2024,11,36074.0,2.1,0.0,0.81,0,REE distribución + AMAEM ratio (synthetic)
16-PLA DEL BON REPOS,normal,2024,12,39722.0,3.13,0.94,1.12,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2022,1,47281.0,2.04,-0.05,1.08,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2022,2,53649.0,2.12,0.02,1.16,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2022,3,42462.0,1.63,-0.43,0.92,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2022,4,50048.0,1.66,-0.4,0.97,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2022,5,40468.0,1.74,-0.33,1.0,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2022,6,46529.0,1.69,-0.37,0.87,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2022,7,50751.0,2.52,0.38,1.12,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2022,8,58353.0,2.29,0.17,1.04,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2022,9,49254.0,1.98,-0.11,1.05,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2022,10,42041.0,1.85,-0.23,1.06,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2022,11,48785.0,1.79,-0.28,0.99,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2022,12,50633.0,1.7,-0.37,0.88,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2023,1,40899.0,1.9,-0.18,1.0,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2023,2,46400.0,1.66,-0.4,0.9,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2023,3,46987.0,1.74,-0.33,0.99,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2023,4,44799.0,1.42,-0.62,0.83,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2023,5,48037.0,1.71,-0.35,0.98,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2023,6,43736.0,1.95,-0.14,1.0,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2023,7,55337.0,2.16,0.06,0.96,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2023,8,54771.0,2.14,0.03,0.97,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2023,9,47654.0,1.94,-0.14,1.03,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2023,10,46555.0,1.61,-0.44,0.92,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2023,11,50319.0,1.61,-0.44,0.9,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2023,12,46661.0,1.84,-0.23,0.96,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2024,1,46003.0,1.86,-0.22,0.98,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2024,2,46526.0,1.67,-0.39,0.91,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2024,3,48460.0,1.81,-0.26,1.03,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2024,4,42557.0,1.57,-0.48,0.92,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2024,5,46584.0,1.88,-0.2,1.08,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2024,6,49694.0,2.06,-0.03,1.06,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2024,7,57842.0,2.08,-0.02,0.93,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2024,8,50503.0,2.43,0.3,1.11,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2024,9,50784.0,1.95,-0.13,1.03,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2024,10,46674.0,2.05,-0.04,1.18,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2024,11,47563.0,1.88,-0.2,1.04,0,REE distribución + AMAEM ratio (synthetic)
17-CAROLINAS ALTAS,fuga_silenciosa,2024,12,47996.0,1.98,-0.11,1.03,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2022,1,59388.0,2.49,0.35,1.04,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2022,2,58185.0,2.68,0.52,1.15,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2022,3,53917.0,2.55,0.41,1.14,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2022,4,56624.0,2.2,0.09,1.01,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2022,5,52976.0,2.17,0.06,0.98,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2022,6,58672.0,2.47,0.33,1.0,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2022,7,66375.0,3.22,1.02,1.13,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2022,8,75987.0,2.85,0.68,1.02,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2022,9,63818.0,2.36,0.23,0.98,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2022,10,54783.0,2.08,-0.02,0.94,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2022,11,59838.0,2.51,0.38,1.1,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2022,12,64747.0,2.22,0.11,0.91,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2023,1,59576.0,2.64,0.49,1.1,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2023,2,58579.0,2.24,0.13,0.96,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2023,3,55951.0,2.04,-0.05,0.91,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2023,4,56390.0,1.92,-0.16,0.89,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2023,5,55986.0,2.35,0.23,1.06,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2023,6,52639.0,2.41,0.28,0.98,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2023,7,76057.0,3.0,0.82,1.05,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2023,8,69571.0,2.33,0.21,0.84,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2023,9,61625.0,2.34,0.22,0.98,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2023,10,62009.0,2.29,0.17,1.03,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2023,11,55866.0,2.38,0.26,1.05,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2023,12,62315.0,2.27,0.15,0.93,0,REE distribución + AMAEM ratio (synthetic)
