EXPLOTACION,FECHA,MOTIVO_CAMBIO,EMPLAZAMIENTO,CALIBRE
ALICANTE,2020-09-12,TE-INSTALAR TELELECTURA,BATERIA,20
ALICANTE,2020-09-12,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-12,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-09-12,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-12,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-09-12,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-12,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-09-12,TE-INSTALAR TELELECTURA,GALERIA,25
ALICANTE,2020-09-13,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-13,TE-INSTALAR TELELECTURA,FACHADA,25
ALICANTE,2020-09-13,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-13,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-09-13,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-13,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-09-13,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-09-13,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-09-13,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2020-09-13,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2020-09-13,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-13,ED-CAMBIO POR EDAD,FACHADA,20
ALICANTE,2020-09-14,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-09-14,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-09-14,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-14,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-09-14,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-14,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-14,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-14,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-09-14,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-14,CM-CAMBIO CLASE O MODELO,GALERIA,15
ALICANTE,2020-09-15,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2020-09-15,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-09-15,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-09-15,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2020-09-15,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-09-15,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-09-15,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-09-15,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-15,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-09-16,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-09-16,FP-FRAUDE POSIBLE,ARQUETA,13
ALICANTE,2020-09-16,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-16,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-09-16,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-09-16,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-17,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-09-17,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-09-17,CM-CAMBIO CLASE O MODELO,GALERIA,15
ALICANTE,2020-09-17,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-09-17,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-17,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-17,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2020-09-17,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-17,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-09-17,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-18,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-09-18,ED-CAMBIO POR EDAD,BATERIA,20
ALICANTE,2020-09-18,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-09-18,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-18,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-18,CM-CAMBIO CLASE O MODELO,GALERIA,25
ALICANTE,2020-09-18,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-09-18,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-09-19,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-09-19,CM-CAMBIO CLASE O MODELO,FACHADA,15
ALICANTE,2020-09-19,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-09-19,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-09-19,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-09-19,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-09-19,ED-CAMBIO POR EDAD,BATERIA,20
ALICANTE,2020-09-19,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-09-19,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2020-09-19,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2020-09-19,TE-INSTALAR TELELECTURA,BATERIA,25
ALICANTE,2020-09-19,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-09-20,ED-CAMBIO POR EDAD,BATERIA,20
ALICANTE,2020-09-20,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-20,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-09-20,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2020-09-20,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-09-20,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2020-09-20,ED-CAMBIO POR EDAD,FACHADA,20
ALICANTE,2020-09-20,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-20,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-09-20,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2020-09-20,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-20,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-09-20,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2020-09-20,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2020-09-21,CM-CAMBIO CLASE O MODELO,GALERIA,20
ALICANTE,2020-09-21,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-09-21,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-21,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2020-09-21,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-21,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-09-21,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-09-21,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2020-09-21,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2020-09-21,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-09-21,CM-CAMBIO CLASE O MODELO,BATERIA,25
ALICANTE,2020-09-22,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-09-22,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-09-22,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-09-22,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2020-09-22,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-22,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-22,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-09-22,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-09-22,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-22,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-22,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-09-22,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-09-22,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-23,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-09-23,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-23,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-09-23,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-23,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2020-09-23,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2020-09-23,TE-INSTALAR TELELECTURA,BATERIA,20
ALICANTE,2020-09-23,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-09-23,CM-CAMBIO CLASE O MODELO,GALERIA,20
ALICANTE,2020-09-23,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-23,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-23,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-09-24,CM-CAMBIO CLASE O MODELO,ARQUETA,20
ALICANTE,2020-09-24,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-09-24,ED-CAMBIO POR EDAD,ARQUETA,20
ALICANTE,2020-09-24,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-09-24,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-09-24,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-09-24,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-09-24,RO-CONTADOR ROTO,GALERIA,13
ALICANTE,2020-09-24,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-09-24,ED-CAMBIO POR EDAD,FACHADA,20
ALICANTE,2020-09-24,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-24,ED-CAMBIO POR EDAD,GALERIA,15
ALICANTE,2020-09-24,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-09-24,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2020-09-25,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2020-09-25,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-09-25,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-09-25,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-09-25,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-09-25,TE-INSTALAR TELELECTURA,BATERIA,25
ALICANTE,2020-09-25,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-09-25,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-09-25,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-09-25,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-09-25,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-09-25,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-26,TE-INSTALAR TELELECTURA,ARQUETA,25
ALICANTE,2020-09-26,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-26,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-09-26,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-09-26,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-09-26,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-09-26,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-09-26,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2020-09-26,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2020-09-26,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-09-26,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2020-09-27,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-09-27,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-27,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-09-27,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-09-27,CM-CAMBIO CLASE O MODELO,BATERIA,25
ALICANTE,2020-09-27,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-09-27,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2020-09-27,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-09-27,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-27,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-09-28,CM-CAMBIO CLASE O MODELO,FACHADA,25
ALICANTE,2020-09-28,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-28,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-28,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-09-28,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-28,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-09-28,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-09-28,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-09-28,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2020-09-28,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2020-09-28,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-09-28,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-09-28,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-09-28,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-09-28,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2020-09-28,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-10-01,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2020-10-01,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-10-01,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-10-01,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-10-01,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-10-01,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-10-01,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2020-10-01,ED-CAMBIO POR EDAD,FACHADA,20
ALICANTE,2020-10-01,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-10-02,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-02,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-10-02,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-10-03,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-03,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2020-10-03,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-10-03,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-10-03,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-10-03,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-10-03,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-10-03,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-10-03,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2020-10-03,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-10-03,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-10-03,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-10-04,TE-INSTALAR TELELECTURA,ARQUETA,25
ALICANTE,2020-10-04,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-10-04,ED-CAMBIO POR EDAD,FACHADA,20
ALICANTE,2020-10-04,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2020-10-04,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-10-04,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-10-04,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2020-10-04,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2020-10-04,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-04,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-10-04,ED-CAMBIO POR EDAD,ARQUETA,20
ALICANTE,2020-10-04,CM-CAMBIO CLASE O MODELO,GALERIA,20
ALICANTE,2020-10-04,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2020-10-05,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-10-05,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-10-05,TE-INSTALAR TELELECTURA,ARQUETA,20
ALICANTE,2020-10-05,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-10-05,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-10-05,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-10-05,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-10-05,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-10-05,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-10-05,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-10-05,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-10-05,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-10-05,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-10-05,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-10-05,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-05,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-10-05,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-10-06,TE-INSTALAR TELELECTURA,BATERIA,25
ALICANTE,2020-10-06,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-10-06,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-06,CM-CAMBIO CLASE O MODELO,BATERIA,25
ALICANTE,2020-10-06,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-10-06,ED-CAMBIO POR EDAD,GALERIA,25
ALICANTE,2020-10-06,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-10-06,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-10-07,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-10-07,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-10-07,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-10-07,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-10-07,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2020-10-08,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2020-10-08,CM-CAMBIO CLASE O MODELO,BATERIA,20
ALICANTE,2020-10-08,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-10-08,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-10-08,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-10-08,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-10-08,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-10-08,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-10-08,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-10-08,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-10-08,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-10-09,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-10-09,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-10-09,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-10-09,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-10-09,FP-FRAUDE POSIBLE,FACHADA,13
ALICANTE,2020-10-09,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-10-09,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-10-09,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-10-09,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-10-09,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-10-09,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-10-10,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-10-10,CM-CAMBIO CLASE O MODELO,ARQUETA,20
ALICANTE,2020-10-10,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-10-10,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2020-10-10,ED-CAMBIO POR EDAD,GALERIA,15
ALICANTE,2020-10-10,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-10-10,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-11,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-10-11,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-11,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-10-11,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-10-11,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-10-11,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-10-11,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-10-11,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2020-10-11,CM-CAMBIO CLASE O MODELO,ARQUETA,20
ALICANTE,2020-10-11,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2020-10-12,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-10-12,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-10-12,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-10-12,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-12,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-12,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-10-12,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-10-12,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-10-12,ED-CAMBIO POR EDAD,GALERIA,25
ALICANTE,2020-10-12,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-10-12,TE-INSTALAR TELELECTURA,BATERIA,20
ALICANTE,2020-10-12,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-10-13,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-13,TE-INSTALAR TELELECTURA,FACHADA,25
ALICANTE,2020-10-13,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-10-13,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-13,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-10-13,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-10-13,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2020-10-13,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-10-13,CM-CAMBIO CLASE O MODELO,BATERIA,25
ALICANTE,2020-10-13,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-10-13,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-10-13,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-10-13,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-10-14,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-14,PA-PARADO,BATERIA,25
ALICANTE,2020-10-14,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-10-14,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-10-14,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-10-14,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-10-14,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-10-14,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-10-14,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-10-14,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-10-14,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-10-14,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-10-14,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-14,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2020-10-14,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-10-14,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-10-14,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-10-15,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-10-15,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-10-15,TE-INSTALAR TELELECTURA,GALERIA,25
ALICANTE,2020-10-15,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-10-15,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2020-10-15,TE-INSTALAR TELELECTURA,GALERIA,25
ALICANTE,2020-10-15,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2020-10-15,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-10-15,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-10-15,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-10-15,PA-PARADO,BATERIA,13
ALICANTE,2020-10-15,ED-CAMBIO POR EDAD,BATERIA,20
ALICANTE,2020-10-15,CM-CAMBIO CLASE O MODELO,BATERIA,25
ALICANTE,2020-10-15,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-10-15,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-10-15,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-10-16,ED-CAMBIO POR EDAD,ARQUETA,20
