Barrio,Uso,Fecha (aaaa/mm/dd),Consumo (litros),Nº Contratos
33- MORANT -SAN NICOLAS BARI,NO DOMESTICO,2022/06/30,"842,774",97
34-COLONIA REQUENA,COMERCIAL,2022/06/30,"124,026",8
34-COLONIA REQUENA,DOMESTICO,2022/06/30,"2,130,411",390
34-COLONIA REQUENA,NO DOMESTICO,2022/06/30,"28,038",10
35-VIRGEN DEL CARMEN,COMERCIAL,2022/06/30,,
35-VIRGEN DEL CARMEN,DOMESTICO,2022/06/30,"3,527,272",492
35-VIRGEN DEL CARMEN,NO DOMESTICO,2022/06/30,"662,848",16
36-CUATROCIENTAS VIVIENDAS,COMERCIAL,2022/06/30,68,3
36-CUATROCIENTAS VIVIENDAS,DOMESTICO,2022/06/30,"1,322,313",238
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2022/06/30,"121,605",15
37-JUAN XXIII,COMERCIAL,2022/06/30,"1,340,896",13
37-JUAN XXIII,DOMESTICO,2022/06/30,"13,939,299","2,119"
37-JUAN XXIII,NO DOMESTICO,2022/06/30,"3,095,989",41
38-VISTAHERMOSA,COMERCIAL,2022/06/30,"762,612",22
38-VISTAHERMOSA,DOMESTICO,2022/06/30,"20,396,140","2,147"
38-VISTAHERMOSA,NO DOMESTICO,2022/06/30,"11,276,570",128
39-ALBUFERETA,COMERCIAL,2022/06/30,"501,321",58
39-ALBUFERETA,DOMESTICO,2022/06/30,"44,604,418","7,311"
39-ALBUFERETA,NO DOMESTICO,2022/06/30,"13,345,359",317
3-CENTRO,COMERCIAL,2022/06/30,"3,814,290",295
3-CENTRO,DOMESTICO,2022/06/30,"18,199,098","3,524"
3-CENTRO,NO DOMESTICO,2022/06/30,"8,797,893","1,033"
40-CABO DE LAS HUERTAS,COMERCIAL,2022/06/30,"365,889",33
40-CABO DE LAS HUERTAS,DOMESTICO,2022/06/30,"51,625,099","6,342"
40-CABO DE LAS HUERTAS,NO DOMESTICO,2022/06/30,"6,654,867",172
41-PLAYA DE SAN JUAN,COMERCIAL,2022/06/30,"2,434,955",171
41-PLAYA DE SAN JUAN,DOMESTICO,2022/06/30,"95,951,356","14,304"
41-PLAYA DE SAN JUAN,NO DOMESTICO,2022/06/30,"12,275,689",487
4-MERCADO,COMERCIAL,2022/06/30,"981,432",166
4-MERCADO,DOMESTICO,2022/06/30,"28,875,345","5,046"
4-MERCADO,NO DOMESTICO,2022/06/30,"5,214,023",635
53-POLIGONO ATALAYAS,COMERCIAL,2022/06/30,"339,927",36
53-POLIGONO ATALAYAS,NO DOMESTICO,2022/06/30,"6,440,436",151
54-POLIGONO VALLONGA,COMERCIAL,2022/06/30,"1,460,445",53
54-POLIGONO VALLONGA,NO DOMESTICO,2022/06/30,"7,295,446",214
55-PUERTO,COMERCIAL,2022/06/30,"41,315",3
55-PUERTO,NO DOMESTICO,2022/06/30,"4,514,341",17
56-DISPERSOS,DOMESTICO,2022/06/30,"198,154",3
56-DISPERSOS,NO DOMESTICO,2022/06/30,"262,162",5
5-CAMPOAMOR,COMERCIAL,2022/06/30,"538,771",71
5-CAMPOAMOR,DOMESTICO,2022/06/30,"26,876,218","4,461"
5-CAMPOAMOR,NO DOMESTICO,2022/06/30,"2,714,967",346
6-LOS ANGELES,COMERCIAL,2022/06/30,"302,372",62
6-LOS ANGELES,DOMESTICO,2022/06/30,"27,862,969","4,404"
6-LOS ANGELES,NO DOMESTICO,2022/06/30,"3,502,859",353
7-SAN AGUSTIN,COMERCIAL,2022/06/30,"40,200",3
7-SAN AGUSTIN,DOMESTICO,2022/06/30,"4,426,628",655
7-SAN AGUSTIN,NO DOMESTICO,2022/06/30,"1,384,704",36
8-ALIPARK,COMERCIAL,2022/06/30,"25,582",12
8-ALIPARK,DOMESTICO,2022/06/30,"5,533,168","1,054"
8-ALIPARK,NO DOMESTICO,2022/06/30,"137,346",71
9-FLORIDA ALTA,COMERCIAL,2022/06/30,"348,247",31
9-FLORIDA ALTA,DOMESTICO,2022/06/30,"11,032,712","1,908"
9-FLORIDA ALTA,NO DOMESTICO,2022/06/30,"688,577",193
BACAROT,COMERCIAL,2022/06/30,880,2
BACAROT,DOMESTICO,2022/06/30,"3,310,086",242
BACAROT,NO DOMESTICO,2022/06/30,"3,730,127",42
FONTCALENT,DOMESTICO,2022/06/30,"7,872,169",332
FONTCALENT,NO DOMESTICO,2022/06/30,"226,392",7
LA ALCORAYA,DOMESTICO,2022/06/30,"3,669,041",211
LA ALCORAYA,NO DOMESTICO,2022/06/30,"1,700,750",2
LA CAÑADA,COMERCIAL,2022/06/30,"62,190",1
LA CAÑADA,DOMESTICO,2022/06/30,"14,005,328",706
LA CAÑADA,NO DOMESTICO,2022/06/30,"8,512,233",23
MONNEGRE,DOMESTICO,2022/06/30,"3,576,111",105
MONNEGRE,NO DOMESTICO,2022/06/30,"11,563",1
MORALET,DOMESTICO,2022/06/30,"17,801,787",793
MORALET,NO DOMESTICO,2022/06/30,"364,025",22
PDA VALLONGA,DOMESTICO,2022/06/30,"3,036,546",142
REBOLLEDO,COMERCIAL,2022/06/30,"18,677",1
REBOLLEDO,DOMESTICO,2022/06/30,"8,081,226",539
REBOLLEDO,NO DOMESTICO,2022/06/30,"657,159",21
SANTA FAZ,COMERCIAL,2022/06/30,"179,927",4
SANTA FAZ,DOMESTICO,2022/06/30,"6,918,481",367
SANTA FAZ,NO DOMESTICO,2022/06/30,"5,615,814",33
TABARCA,COMERCIAL,2022/06/30,,
TABARCA,DOMESTICO,2022/06/30,"1,181,564",141
TABARCA,NO DOMESTICO,2022/06/30,"796,318",22
VERDEGAS,COMERCIAL,2022/06/30,"7,846",2
VERDEGAS,DOMESTICO,2022/06/30,"2,918,552",204
VERDEGAS,NO DOMESTICO,2022/06/30,"70,758",5
VILLAFRANQUEZA,COMERCIAL,2022/06/30,"12,670",6
VILLAFRANQUEZA,DOMESTICO,2022/06/30,"12,801,340","1,359"
VILLAFRANQUEZA,NO DOMESTICO,2022/06/30,"1,906,895",104
10-FLORIDA BAJA,COMERCIAL,2022/07/31,"471,115",91
10-FLORIDA BAJA,DOMESTICO,2022/07/31,"28,299,772","4,662"
10-FLORIDA BAJA,NO DOMESTICO,2022/07/31,"4,282,936",409
11-CIUDAD DE ASIS,COMERCIAL,2022/07/31,"2,773,573",95
11-CIUDAD DE ASIS,DOMESTICO,2022/07/31,"14,981,269","2,340"
11-CIUDAD DE ASIS,NO DOMESTICO,2022/07/31,"23,407,917",532
12-POLIGONO BABEL,COMERCIAL,2022/07/31,"840,355",72
12-POLIGONO BABEL,DOMESTICO,2022/07/31,"40,018,530","5,749"
12-POLIGONO BABEL,NO DOMESTICO,2022/07/31,"5,609,147",264
13-SAN GABRIEL,COMERCIAL,2022/07/31,"187,253",27
13-SAN GABRIEL,DOMESTICO,2022/07/31,"15,625,758","2,182"
13-SAN GABRIEL,NO DOMESTICO,2022/07/31,"3,290,124",156
14-ENSANCHE DIPUTACION,COMERCIAL,2022/07/31,"2,063,809",341
14-ENSANCHE DIPUTACION,DOMESTICO,2022/07/31,"33,791,980","6,959"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/07/31,"21,246,993","1,207"
15-POLIGONO SAN BLAS,COMERCIAL,2022/07/31,"711,342",98
15-POLIGONO SAN BLAS,DOMESTICO,2022/07/31,"67,250,277","9,051"
15-POLIGONO SAN BLAS,NO DOMESTICO,2022/07/31,"15,915,579",342
16-PLA DEL BON REPOS,COMERCIAL,2022/07/31,"336,175",74
16-PLA DEL BON REPOS,DOMESTICO,2022/07/31,"33,403,929","5,682"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/07/31,"4,421,353",318
17-CAROLINAS ALTAS,COMERCIAL,2022/07/31,"769,638",127
17-CAROLINAS ALTAS,DOMESTICO,2022/07/31,"47,059,720","7,333"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/07/31,"10,887,992",659
18-CAROLINAS BAJAS,COMERCIAL,2022/07/31,"168,766",61
18-CAROLINAS BAJAS,DOMESTICO,2022/07/31,"20,461,195","3,256"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/07/31,"1,340,799",288
19-GARBINET,COMERCIAL,2022/07/31,"960,446",86
19-GARBINET,DOMESTICO,2022/07/31,"39,866,714","5,351"
19-GARBINET,NO DOMESTICO,2022/07/31,"7,087,701",267
1-BENALUA,COMERCIAL,2022/07/31,"713,506",136
1-BENALUA,DOMESTICO,2022/07/31,"23,983,449","4,450"
1-BENALUA,NO DOMESTICO,2022/07/31,"2,877,220",514
20-RABASA,COMERCIAL,2022/07/31,"43,488",6
20-RABASA,DOMESTICO,2022/07/31,"7,598,128",977
20-RABASA,NO DOMESTICO,2022/07/31,"4,412,498",68
21-TOMBOLA,COMERCIAL,2022/07/31,"36,592",6
21-TOMBOLA,DOMESTICO,2022/07/31,"6,688,598",985
21-TOMBOLA,NO DOMESTICO,2022/07/31,"135,844",53
22-CASCO ANTIGUO - SANTA CRUZ,COMERCIAL,2022/07/31,"2,072,314",109
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/07/31,"10,157,302","1,705"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/07/31,"7,817,239",357
23-RAVAL ROIG -V. DEL SOCORRO,COMERCIAL,2022/07/31,"42,810",8
23-RAVAL ROIG -V. DEL SOCORRO,DOMESTICO,2022/07/31,"5,220,723","1,012"
23-RAVAL ROIG -V. DEL SOCORRO,NO DOMESTICO,2022/07/31,"254,751",70
24-SAN BLAS - SANTO DOMINGO,COMERCIAL,2022/07/31,"268,101",63
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/07/31,"22,226,021","3,854"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/07/31,"2,032,876",398
25-ALTOZANO - CONDE LUMIARES,COMERCIAL,2022/07/31,"462,795",62
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/07/31,"24,542,998","3,850"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/07/31,"1,894,772",279
26-SIDI IFNI - NOU ALACANT,COMERCIAL,2022/07/31,"5,462",10
26-SIDI IFNI - NOU ALACANT,DOMESTICO,2022/07/31,"4,777,804",714
26-SIDI IFNI - NOU ALACANT,NO DOMESTICO,2022/07/31,"409,875",29
27-SAN FERNANDO-PRIN. MERCEDES,COMERCIAL,2022/07/31,"158,646",16
27-SAN FERNANDO-PRIN. MERCEDES,DOMESTICO,2022/07/31,"8,998,889","1,553"
27-SAN FERNANDO-PRIN. MERCEDES,NO DOMESTICO,2022/07/31,"431,635",66
28-EL PALMERAL,COMERCIAL,2022/07/31,"409,500",18
28-EL PALMERAL,DOMESTICO,2022/07/31,"5,200,870",716
28-EL PALMERAL,NO DOMESTICO,2022/07/31,"18,539,439",65
29-URBANOVA,COMERCIAL,2022/07/31,"430,700",9
29-URBANOVA,DOMESTICO,2022/07/31,"8,637,582","1,353"
29-URBANOVA,NO DOMESTICO,2022/07/31,"1,439,264",32
2-SAN ANTON,COMERCIAL,2022/07/31,"62,928",14
2-SAN ANTON,DOMESTICO,2022/07/31,"5,613,139",844
2-SAN ANTON,NO DOMESTICO,2022/07/31,"1,890,285",89
30-DIVINA PASTORA,COMERCIAL,2022/07/31,"173,587",24
30-DIVINA PASTORA,DOMESTICO,2022/07/31,"4,733,052",592
30-DIVINA PASTORA,NO DOMESTICO,2022/07/31,"1,691,868",131
31-CIUDAD JARDIN,COMERCIAL,2022/07/31,"2,938",1
31-CIUDAD JARDIN,DOMESTICO,2022/07/31,"4,082,727",360
31-CIUDAD JARDIN,NO DOMESTICO,2022/07/31,"513,526",10
32-VIRGEN DEL REMEDIO,COMERCIAL,2022/07/31,"98,096",21
32-VIRGEN DEL REMEDIO,DOMESTICO,2022/07/31,"33,327,423","5,269"
32-VIRGEN DEL REMEDIO,NO DOMESTICO,2022/07/31,"3,027,732",121
33- MORANT -SAN NICOLAS BARI,COMERCIAL,2022/07/31,"817,309",25
33- MORANT -SAN NICOLAS BARI,DOMESTICO,2022/07/31,"16,845,567","2,558"
33- MORANT -SAN NICOLAS BARI,NO DOMESTICO,2022/07/31,"1,042,275",96
34-COLONIA REQUENA,COMERCIAL,2022/07/31,"89,184",8
34-COLONIA REQUENA,DOMESTICO,2022/07/31,"2,299,193",391
34-COLONIA REQUENA,NO DOMESTICO,2022/07/31,"26,690",10
35-VIRGEN DEL CARMEN,COMERCIAL,2022/07/31,800,1
35-VIRGEN DEL CARMEN,DOMESTICO,2022/07/31,"3,790,809",492
35-VIRGEN DEL CARMEN,NO DOMESTICO,2022/07/31,"665,536",16
36-CUATROCIENTAS VIVIENDAS,COMERCIAL,2022/07/31,45,3
36-CUATROCIENTAS VIVIENDAS,DOMESTICO,2022/07/31,"1,389,234",240
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2022/07/31,"100,643",15
37-JUAN XXIII,COMERCIAL,2022/07/31,"1,632,941",13
37-JUAN XXIII,DOMESTICO,2022/07/31,"15,570,475","2,127"
37-JUAN XXIII,NO DOMESTICO,2022/07/31,"3,447,912",42
38-VISTAHERMOSA,COMERCIAL,2022/07/31,"731,148",22
38-VISTAHERMOSA,DOMESTICO,2022/07/31,"22,744,379","2,147"
38-VISTAHERMOSA,NO DOMESTICO,2022/07/31,"11,070,048",128
39-ALBUFERETA,COMERCIAL,2022/07/31,"664,490",59
39-ALBUFERETA,DOMESTICO,2022/07/31,"54,014,915","7,578"
39-ALBUFERETA,NO DOMESTICO,2022/07/31,"14,504,301",329
3-CENTRO,COMERCIAL,2022/07/31,"3,984,750",302
3-CENTRO,DOMESTICO,2022/07/31,"17,857,627","3,527"
3-CENTRO,NO DOMESTICO,2022/07/31,"8,697,103","1,036"
40-CABO DE LAS HUERTAS,COMERCIAL,2022/07/31,"423,496",33
40-CABO DE LAS HUERTAS,DOMESTICO,2022/07/31,"58,165,405","6,341"
40-CABO DE LAS HUERTAS,NO DOMESTICO,2022/07/31,"7,902,773",172
41-PLAYA DE SAN JUAN,COMERCIAL,2022/07/31,"3,093,888",168
41-PLAYA DE SAN JUAN,DOMESTICO,2022/07/31,"119,079,645","14,303"
41-PLAYA DE SAN JUAN,NO DOMESTICO,2022/07/31,"13,981,373",488
4-MERCADO,COMERCIAL,2022/07/31,"861,907",167
4-MERCADO,DOMESTICO,2022/07/31,"27,741,419","5,053"
4-MERCADO,NO DOMESTICO,2022/07/31,"4,958,504",631
53-POLIGONO ATALAYAS,COMERCIAL,2022/07/31,"389,555",35
53-POLIGONO ATALAYAS,NO DOMESTICO,2022/07/31,"7,296,046",151
54-POLIGONO VALLONGA,COMERCIAL,2022/07/31,"1,601,515",55
54-POLIGONO VALLONGA,NO DOMESTICO,2022/07/31,"7,966,821",214
55-PUERTO,COMERCIAL,2022/07/31,"423,059",3
55-PUERTO,NO DOMESTICO,2022/07/31,"5,453,300",17
56-DISPERSOS,DOMESTICO,2022/07/31,"255,626",3
56-DISPERSOS,NO DOMESTICO,2022/07/31,"338,673",5
5-CAMPOAMOR,COMERCIAL,2022/07/31,"493,058",71
5-CAMPOAMOR,DOMESTICO,2022/07/31,"27,864,609","4,464"
5-CAMPOAMOR,NO DOMESTICO,2022/07/31,"2,685,288",346
6-LOS ANGELES,COMERCIAL,2022/07/31,"442,154",64
6-LOS ANGELES,DOMESTICO,2022/07/31,"28,938,726","4,417"
6-LOS ANGELES,NO DOMESTICO,2022/07/31,"2,118,932",352
7-SAN AGUSTIN,COMERCIAL,2022/07/31,"35,356",3
7-SAN AGUSTIN,DOMESTICO,2022/07/31,"4,548,948",654
7-SAN AGUSTIN,NO DOMESTICO,2022/07/31,"965,347",36
8-ALIPARK,COMERCIAL,2022/07/31,"23,514",12
8-ALIPARK,DOMESTICO,2022/07/31,"5,661,031","1,056"
8-ALIPARK,NO DOMESTICO,2022/07/31,"135,802",71
9-FLORIDA ALTA,COMERCIAL,2022/07/31,"331,678",34
9-FLORIDA ALTA,DOMESTICO,2022/07/31,"12,357,711","2,158"
9-FLORIDA ALTA,NO DOMESTICO,2022/07/31,"654,927",208
BACAROT,COMERCIAL,2022/07/31,"5,860",2
BACAROT,DOMESTICO,2022/07/31,"4,378,236",243
BACAROT,NO DOMESTICO,2022/07/31,"4,048,621",42
FONTCALENT,DOMESTICO,2022/07/31,"8,564,328",334
FONTCALENT,NO DOMESTICO,2022/07/31,"345,287",8
LA ALCORAYA,DOMESTICO,2022/07/31,"3,967,026",211
LA ALCORAYA,NO DOMESTICO,2022/07/31,"537,565",2
LA CAÑADA,COMERCIAL,2022/07/31,"128,488",1
LA CAÑADA,DOMESTICO,2022/07/31,"15,695,057",707
LA CAÑADA,NO DOMESTICO,2022/07/31,"12,290,578",23
MONNEGRE,DOMESTICO,2022/07/31,"4,375,546",106
MONNEGRE,NO DOMESTICO,2022/07/31,"33,124",1
MORALET,DOMESTICO,2022/07/31,"19,395,449",797
MORALET,NO DOMESTICO,2022/07/31,"411,278",22
PDA VALLONGA,DOMESTICO,2022/07/31,"3,520,301",143
REBOLLEDO,COMERCIAL,2022/07/31,"25,912",1
REBOLLEDO,DOMESTICO,2022/07/31,"9,470,836",540
REBOLLEDO,NO DOMESTICO,2022/07/31,"778,129",21
SANTA FAZ,COMERCIAL,2022/07/31,"144,528",4
SANTA FAZ,DOMESTICO,2022/07/31,"7,519,353",370
SANTA FAZ,NO DOMESTICO,2022/07/31,"5,953,294",33
TABARCA,COMERCIAL,2022/07/31,82,1
TABARCA,DOMESTICO,2022/07/31,"1,521,229",146
TABARCA,NO DOMESTICO,2022/07/31,"1,149,039",22
VERDEGAS,COMERCIAL,2022/07/31,"10,161",2
VERDEGAS,DOMESTICO,2022/07/31,"3,854,823",206
VERDEGAS,NO DOMESTICO,2022/07/31,"103,524",5
VILLAFRANQUEZA,COMERCIAL,2022/07/31,"13,846",6
VILLAFRANQUEZA,DOMESTICO,2022/07/31,"14,852,676","1,360"
VILLAFRANQUEZA,NO DOMESTICO,2022/07/31,"1,969,931",105
10-FLORIDA BAJA,COMERCIAL,2022/08/31,"404,138",91
10-FLORIDA BAJA,DOMESTICO,2022/08/31,"27,032,952","4,672"
10-FLORIDA BAJA,NO DOMESTICO,2022/08/31,"3,982,326",410
11-CIUDAD DE ASIS,COMERCIAL,2022/08/31,"2,506,374",93
11-CIUDAD DE ASIS,DOMESTICO,2022/08/31,"14,851,296","2,494"
11-CIUDAD DE ASIS,NO DOMESTICO,2022/08/31,"15,361,917",534
12-POLIGONO BABEL,COMERCIAL,2022/08/31,"896,756",72
12-POLIGONO BABEL,DOMESTICO,2022/08/31,"38,443,210","5,747"
12-POLIGONO BABEL,NO DOMESTICO,2022/08/31,"5,002,973",266
13-SAN GABRIEL,COMERCIAL,2022/08/31,"164,688",27
13-SAN GABRIEL,DOMESTICO,2022/08/31,"15,057,057","2,181"
13-SAN GABRIEL,NO DOMESTICO,2022/08/31,"2,260,575",156
14-ENSANCHE DIPUTACION,COMERCIAL,2022/08/31,"2,000,379",346
14-ENSANCHE DIPUTACION,DOMESTICO,2022/08/31,"31,220,917","6,965"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/08/31,"23,947,475","1,206"
15-POLIGONO SAN BLAS,COMERCIAL,2022/08/31,"622,298",99
15-POLIGONO SAN BLAS,DOMESTICO,2022/08/31,"62,917,983","9,057"
15-POLIGONO SAN BLAS,NO DOMESTICO,2022/08/31,"16,858,842",343
16-PLA DEL BON REPOS,COMERCIAL,2022/08/31,"346,927",78
16-PLA DEL BON REPOS,DOMESTICO,2022/08/31,"34,315,060","5,688"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/08/31,"4,789,038",318
17-CAROLINAS ALTAS,COMERCIAL,2022/08/31,"610,630",130
17-CAROLINAS ALTAS,DOMESTICO,2022/08/31,"46,788,060","7,337"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/08/31,"10,618,372",661
18-CAROLINAS BAJAS,COMERCIAL,2022/08/31,"194,979",62
18-CAROLINAS BAJAS,DOMESTICO,2022/08/31,"20,842,295","3,259"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/08/31,"1,365,691",288
19-GARBINET,COMERCIAL,2022/08/31,"944,923",86
19-GARBINET,DOMESTICO,2022/08/31,"38,562,875","5,355"
19-GARBINET,NO DOMESTICO,2022/08/31,"7,740,080",267
1-BENALUA,COMERCIAL,2022/08/31,"580,143",137
1-BENALUA,DOMESTICO,2022/08/31,"23,131,531","4,451"
1-BENALUA,NO DOMESTICO,2022/08/31,"2,591,834",512
20-RABASA,COMERCIAL,2022/08/31,"37,710",6
20-RABASA,DOMESTICO,2022/08/31,"7,319,768",974
20-RABASA,NO DOMESTICO,2022/08/31,"3,681,144",68
21-TOMBOLA,COMERCIAL,2022/08/31,"46,836",7
21-TOMBOLA,DOMESTICO,2022/08/31,"6,599,993",988
21-TOMBOLA,NO DOMESTICO,2022/08/31,"147,575",53
22-CASCO ANTIGUO - SANTA CRUZ,COMERCIAL,2022/08/31,"2,733,112",107
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/08/31,"10,256,991","1,701"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/08/31,"7,739,999",359
23-RAVAL ROIG -V. DEL SOCORRO,COMERCIAL,2022/08/31,"57,749",8
23-RAVAL ROIG -V. DEL SOCORRO,DOMESTICO,2022/08/31,"5,400,819","1,013"
23-RAVAL ROIG -V. DEL SOCORRO,NO DOMESTICO,2022/08/31,"209,260",70
24-SAN BLAS - SANTO DOMINGO,COMERCIAL,2022/08/31,"201,480",65
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/08/31,"21,773,300","3,852"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/08/31,"3,344,797",397
25-ALTOZANO - CONDE LUMIARES,COMERCIAL,2022/08/31,"419,443",63
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/08/31,"23,806,851","3,854"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/08/31,"1,705,804",280
26-SIDI IFNI - NOU ALACANT,COMERCIAL,2022/08/31,"6,381",10
26-SIDI IFNI - NOU ALACANT,DOMESTICO,2022/08/31,"4,823,971",714
26-SIDI IFNI - NOU ALACANT,NO DOMESTICO,2022/08/31,"647,271",29
27-SAN FERNANDO-PRIN. MERCEDES,COMERCIAL,2022/08/31,"139,726",16
27-SAN FERNANDO-PRIN. MERCEDES,DOMESTICO,2022/08/31,"8,778,000","1,528"
27-SAN FERNANDO-PRIN. MERCEDES,NO DOMESTICO,2022/08/31,"422,824",64
28-EL PALMERAL,COMERCIAL,2022/08/31,"315,525",18
28-EL PALMERAL,DOMESTICO,2022/08/31,"5,381,277",717
28-EL PALMERAL,NO DOMESTICO,2022/08/31,"17,182,333",65
29-URBANOVA,COMERCIAL,2022/08/31,"377,895",9
29-URBANOVA,DOMESTICO,2022/08/31,"10,355,821","1,352"
29-URBANOVA,NO DOMESTICO,2022/08/31,"1,400,225",31
2-SAN ANTON,COMERCIAL,2022/08/31,"56,824",14
2-SAN ANTON,DOMESTICO,2022/08/31,"5,607,250",847
2-SAN ANTON,NO DOMESTICO,2022/08/31,"1,895,982",89
30-DIVINA PASTORA,COMERCIAL,2022/08/31,"136,036",23
30-DIVINA PASTORA,DOMESTICO,2022/08/31,"4,517,179",592
30-DIVINA PASTORA,NO DOMESTICO,2022/08/31,"1,530,714",131
31-CIUDAD JARDIN,COMERCIAL,2022/08/31,549,1
31-CIUDAD JARDIN,DOMESTICO,2022/08/31,"3,944,548",361
31-CIUDAD JARDIN,NO DOMESTICO,2022/08/31,"538,789",10
32-VIRGEN DEL REMEDIO,COMERCIAL,2022/08/31,"121,547",22
32-VIRGEN DEL REMEDIO,DOMESTICO,2022/08/31,"33,518,092","5,278"
32-VIRGEN DEL REMEDIO,NO DOMESTICO,2022/08/31,"1,938,605",122
33- MORANT -SAN NICOLAS BARI,COMERCIAL,2022/08/31,"786,544",26
33- MORANT -SAN NICOLAS BARI,DOMESTICO,2022/08/31,"16,472,942","2,557"
33- MORANT -SAN NICOLAS BARI,NO DOMESTICO,2022/08/31,"976,063",96
34-COLONIA REQUENA,COMERCIAL,2022/08/31,"87,626",8
34-COLONIA REQUENA,DOMESTICO,2022/08/31,"2,321,176",395
34-COLONIA REQUENA,NO DOMESTICO,2022/08/31,"34,589",10
35-VIRGEN DEL CARMEN,COMERCIAL,2022/08/31,27,1
35-VIRGEN DEL CARMEN,DOMESTICO,2022/08/31,"3,820,088",496
35-VIRGEN DEL CARMEN,NO DOMESTICO,2022/08/31,"61,516",16
36-CUATROCIENTAS VIVIENDAS,COMERCIAL,2022/08/31,38,3
36-CUATROCIENTAS VIVIENDAS,DOMESTICO,2022/08/31,"1,321,551",241
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2022/08/31,"76,680",14
37-JUAN XXIII,COMERCIAL,2022/08/31,"1,476,790",13
37-JUAN XXIII,DOMESTICO,2022/08/31,"15,997,575","2,130"
37-JUAN XXIII,NO DOMESTICO,2022/08/31,"4,540,237",42
38-VISTAHERMOSA,COMERCIAL,2022/08/31,"831,804",22
38-VISTAHERMOSA,DOMESTICO,2022/08/31,"22,877,394","2,148"
38-VISTAHERMOSA,NO DOMESTICO,2022/08/31,"9,549,885",129
39-ALBUFERETA,COMERCIAL,2022/08/31,"753,606",60
39-ALBUFERETA,DOMESTICO,2022/08/31,"57,542,592","7,816"
39-ALBUFERETA,NO DOMESTICO,2022/08/31,"15,139,870",331
3-CENTRO,COMERCIAL,2022/08/31,"4,381,425",304
3-CENTRO,DOMESTICO,2022/08/31,"17,280,095","3,530"
3-CENTRO,NO DOMESTICO,2022/08/31,"9,682,087","1,037"
40-CABO DE LAS HUERTAS,COMERCIAL,2022/08/31,"412,669",35
40-CABO DE LAS HUERTAS,DOMESTICO,2022/08/31,"61,301,809","6,525"
40-CABO DE LAS HUERTAS,NO DOMESTICO,2022/08/31,"7,417,740",176
41-PLAYA DE SAN JUAN,COMERCIAL,2022/08/31,"3,422,460",168
41-PLAYA DE SAN JUAN,DOMESTICO,2022/08/31,"125,668,371","14,310"
41-PLAYA DE SAN JUAN,NO DOMESTICO,2022/08/31,"14,941,863",489
4-MERCADO,COMERCIAL,2022/08/31,"923,137",168
4-MERCADO,DOMESTICO,2022/08/31,"26,307,016","5,056"
4-MERCADO,NO DOMESTICO,2022/08/31,"5,177,960",633
53-POLIGONO ATALAYAS,COMERCIAL,2022/08/31,"362,075",35
53-POLIGONO ATALAYAS,NO DOMESTICO,2022/08/31,"5,568,878",151
54-POLIGONO VALLONGA,COMERCIAL,2022/08/31,"1,467,078",56
54-POLIGONO VALLONGA,NO DOMESTICO,2022/08/31,"6,737,893",214
55-PUERTO,COMERCIAL,2022/08/31,"101,758",4
55-PUERTO,NO DOMESTICO,2022/08/31,"6,551,511",17
56-DISPERSOS,DOMESTICO,2022/08/31,"120,524",2
56-DISPERSOS,NO DOMESTICO,2022/08/31,"385,454",5
5-CAMPOAMOR,COMERCIAL,2022/08/31,"574,075",72
5-CAMPOAMOR,DOMESTICO,2022/08/31,"27,575,790","4,467"
5-CAMPOAMOR,NO DOMESTICO,2022/08/31,"2,624,499",344
6-LOS ANGELES,COMERCIAL,2022/08/31,"651,619",64
6-LOS ANGELES,DOMESTICO,2022/08/31,"28,397,692","4,419"
6-LOS ANGELES,NO DOMESTICO,2022/08/31,"1,710,377",353
7-SAN AGUSTIN,COMERCIAL,2022/08/31,"34,055",3
7-SAN AGUSTIN,DOMESTICO,2022/08/31,"4,556,004",657
7-SAN AGUSTIN,NO DOMESTICO,2022/08/31,"731,419",36
8-ALIPARK,COMERCIAL,2022/08/31,"21,789",12
