EXPLOTACION,AÑO,MES,MOTIVO,TIPO CLIENTE,USO,ACTIVIDAD,CANTIDAD
ALICANTE,2.021,2,Alta nueva,Particular,COMERCIAL,ALMACENES Y NAVES DE MERCANCIAS,1
ALICANTE,2.021,2,Alta nueva,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),2
ALICANTE,2.021,2,Alta nueva,Particular,OBRAS,OBRAS,4
ALICANTE,2.021,2,Alta nueva,Particular,RIEGO/BALDEO,RIEGO AGUA REUTILIZADA,1
ALICANTE,2.021,2,Cambio titular,Particular,DOMÉSTICO,VIVIENDAS,45
ALICANTE,2.021,2,Cambio titular,Particular,COMERCIAL,HOSTALES Y PENSIONES,1
ALICANTE,2.021,2,Cambio titular,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,4
ALICANTE,2.021,2,Procede de baja,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",4
ALICANTE,2.021,2,Procede de baja,Particular,DOMÉSTICO,VIVIENDAS,59
ALICANTE,2.021,2,Procede de baja,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),1
ALICANTE,2.021,2,Procede de baja,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,1
ALICANTE,2.021,2,Procede de baja,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,13
ALICANTE,2.021,2,Procede de baja,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,2
ALICANTE,2.021,2,Procede de baja,Particular,COMERCIAL,ALMACENES Y NAVES DE MERCANCIAS,1
ALICANTE,2.021,3,Alta nueva,Particular,SERV. CONTRAINCENDIOS,BOCA INCENDIO EXTERNA,1
ALICANTE,2.021,3,Alta nueva,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),8
ALICANTE,2.021,3,Alta nueva,Particular,DOMÉSTICO,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",1
ALICANTE,2.021,3,Alta nueva,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,3
ALICANTE,2.021,3,Alta nueva,Particular,OBRAS,OBRAS,3
ALICANTE,2.021,3,Alta nueva,Particular,DOMÉSTICO,VIVIENDAS,62
ALICANTE,2.021,3,Alta nueva,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,1
ALICANTE,2.021,3,Cambio titular,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,1
ALICANTE,2.021,3,Cambio titular,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,2
ALICANTE,2.021,3,Cambio titular,Particular,COMERCIAL,PUBS Y LOCALES CON HORARIO ESPECIAL,1
ALICANTE,2.021,3,Cambio titular,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",1
ALICANTE,2.021,3,Cambio titular,Particular,DOMÉSTICO,VIVIENDAS UNIFAMILIARES,1
ALICANTE,2.021,3,Cambio titular,Particular,DOMÉSTICO,VIVIENDAS,51
ALICANTE,2.021,3,Procede de baja,Particular,NO DOMÉSTICO,ALMACENES Y NAVES DE MERCANCIAS,1
ALICANTE,2.021,3,Procede de baja,Particular,DOMÉSTICO,VIVIENDAS,93
ALICANTE,2.021,3,Procede de baja,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.021,3,Procede de baja,Particular,NO DOMÉSTICO,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,1
ALICANTE,2.021,3,Procede de baja,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,19
ALICANTE,2.021,3,Procede de baja,Particular,COMERCIAL,HOSTALES Y PENSIONES,1
ALICANTE,2.021,3,Procede de baja,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,2
ALICANTE,2.021,3,Procede de baja,Particular,OBRAS,OBRAS,2
ALICANTE,2.021,3,Procede de baja,Particular,COMERCIAL,BARES SIN RESTAURACION Y CAFETERIAS,4
ALICANTE,2.021,4,Alta nueva,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),8
ALICANTE,2.021,4,Alta nueva,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",1
ALICANTE,2.021,4,Alta nueva,Particular,SERV. CONTRAINCENDIOS,BOCA INCENDIO EXTERNA,2
ALICANTE,2.021,4,Alta nueva,Particular,OBRAS,OBRAS,4
ALICANTE,2.021,4,Alta nueva,Particular,DOMÉSTICO,VIVIENDAS,99
ALICANTE,2.021,4,Alta nueva,Particular,DOMÉSTICO,COM.PROPIETARIOS (RIEGO/PISCINA),1
ALICANTE,2.021,4,Alta nueva,Particular,COMERCIAL,HOTELES Y RESIDENCIAS,1
ALICANTE,2.021,4,Alta nueva,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,3
ALICANTE,2.021,4,Cambio titular,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,4
ALICANTE,2.021,4,Cambio titular,Particular,DOMÉSTICO,VIVIENDAS,38
ALICANTE,2.021,4,Procede de baja,Particular,COMERCIAL,BARES SIN RESTAURACION Y CAFETERIAS,1
ALICANTE,2.021,4,Procede de baja,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,13
ALICANTE,2.021,4,Procede de baja,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",1
ALICANTE,2.021,4,Procede de baja,Particular,DOMÉSTICO,VIVIENDAS,48
ALICANTE,2.021,4,Procede de baja,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,1
ALICANTE,2.021,5,Alta nueva,Particular,COMERCIAL,BARES SIN RESTAURACION Y CAFETERIAS,2
ALICANTE,2.021,5,Alta nueva,Particular,OBRAS,OBRAS,6
ALICANTE,2.021,5,Alta nueva,Singular,DOMÉSTICO,VIVIENDAS,1
ALICANTE,2.021,5,Alta nueva,Particular,DOMÉSTICO,VIVIENDAS,217
ALICANTE,2.021,5,Alta nueva,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,1
ALICANTE,2.021,5,Alta nueva,Particular,COMERCIAL,COMERCIO INDUSTRIAL,1
ALICANTE,2.021,5,Alta nueva,Particular,SERV. CONTRAINCENDIOS,BOCA INCENDIO EXTERNA,2
ALICANTE,2.021,5,Alta nueva,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),10
ALICANTE,2.021,5,Alta nueva,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,4
ALICANTE,2.021,5,Alta nueva,Particular,DOMÉSTICO,DESCALCIFICADORES,1
ALICANTE,2.021,5,Alta nueva,Particular,DOMÉSTICO,COM.PROPIETARIOS (RIEGO/PISCINA),2
ALICANTE,2.021,5,Alta nueva,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",1
ALICANTE,2.021,5,Cambio titular,Particular,COMERCIAL,TALLERES MECANICOS Y SIMILAR,1
ALICANTE,2.021,5,Cambio titular,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,2
ALICANTE,2.021,5,Cambio titular,Particular,DOMÉSTICO,VIVIENDAS,48
ALICANTE,2.021,5,Procede de baja,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,3
ALICANTE,2.021,5,Procede de baja,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,14
ALICANTE,2.021,5,Procede de baja,Particular,COMERCIAL,ALMACENES Y NAVES DE MERCANCIAS,1
ALICANTE,2.021,5,Procede de baja,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",2
ALICANTE,2.021,5,Procede de baja,Particular,COMERCIAL,BARES SIN RESTAURACION Y CAFETERIAS,3
ALICANTE,2.021,5,Procede de baja,Particular,DOMÉSTICO,VIVIENDAS,73
ALICANTE,2.021,5,Procede de baja,Particular,COMERCIAL,TALLERES MECANICOS Y SIMILAR,2
ALICANTE,2.021,6,Alta nueva,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),7
ALICANTE,2.021,6,Alta nueva,Particular,DOMÉSTICO,VIVIENDAS,166
ALICANTE,2.021,6,Alta nueva,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,1
ALICANTE,2.021,6,Alta nueva,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,10
ALICANTE,2.021,6,Alta nueva,Particular,DOMÉSTICO,COM.PROPIETARIOS (RIEGO/PISCINA),1
ALICANTE,2.021,6,Alta nueva,Particular,OBRAS,OBRAS,7
ALICANTE,2.021,6,Alta nueva,Particular,COMERCIAL,BARES SIN RESTAURACION Y CAFETERIAS,2
ALICANTE,2.021,6,Alta nueva,Particular,COMERCIAL,TALLERES MECANICOS Y SIMILAR,1
ALICANTE,2.021,6,Alta nueva,Particular,SERV. CONTRAINCENDIOS,BOCA INCENDIO EXTERNA,1
ALICANTE,2.021,6,Alta nueva,Particular,COMERCIAL,"HOSPITALES, CENTROS DE SALUD Y OTROS",1
ALICANTE,2.021,6,Cambio titular,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,4
ALICANTE,2.021,6,Cambio titular,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.021,6,Cambio titular,Particular,DOMÉSTICO,VIVIENDAS,35
ALICANTE,2.021,6,Procede de baja,Particular,COMERCIAL,COMERCIO INDUSTRIAL,1
ALICANTE,2.021,6,Procede de baja,Particular,DOMÉSTICO,VIVIENDAS,72
ALICANTE,2.021,6,Procede de baja,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.021,6,Procede de baja,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",3
ALICANTE,2.021,6,Procede de baja,Particular,COMERCIAL,BARES SIN RESTAURACION Y CAFETERIAS,1
ALICANTE,2.021,6,Procede de baja,Particular,SERV. CONTRAINCENDIOS,BOCA INCENDIO EXTERNA,1
ALICANTE,2.021,6,Procede de baja,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,16
ALICANTE,2.021,6,Procede de baja,Oficial,COMERCIAL,ORGANISMOS OFICIALES,1
ALICANTE,2.021,6,Procede de baja,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,3
ALICANTE,2.021,7,Alta nueva,Particular,COMERCIAL,ALMACENES Y NAVES DE MERCANCIAS,1
ALICANTE,2.021,7,Alta nueva,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,1
ALICANTE,2.021,7,Alta nueva,Particular,DOMÉSTICO,VIVIENDAS,100
ALICANTE,2.021,7,Alta nueva,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.021,7,Alta nueva,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),3
ALICANTE,2.021,7,Alta nueva,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",2
ALICANTE,2.021,7,Alta nueva,Particular,SERV. CONTRAINCENDIOS,BOCA INCENDIO EXTERNA,3
ALICANTE,2.021,7,Alta nueva,Particular,DOMÉSTICO,INSTALACIONES VARIAS,1
ALICANTE,2.021,7,Alta nueva,Particular,OBRAS,APARATOS,1
ALICANTE,2.021,7,Alta nueva,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,7
ALICANTE,2.021,7,Alta nueva,Particular,NO DOMÉSTICO,APARATOS,1
ALICANTE,2.021,7,Alta nueva,Particular,OBRAS,OBRAS,6
ALICANTE,2.021,7,Cambio titular,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,5
ALICANTE,2.021,7,Cambio titular,Particular,DOMÉSTICO,VIVIENDAS,36
ALICANTE,2.021,7,Cambio titular,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,2
ALICANTE,2.021,7,Cambio titular,Particular,COMERCIAL,BARES SIN RESTAURACION Y CAFETERIAS,1
ALICANTE,2.021,7,Procede de baja,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,19
ALICANTE,2.021,7,Procede de baja,Particular,SERV. CONTRAINCENDIOS,BOCA INCENDIO EXTERNA,1
ALICANTE,2.021,7,Procede de baja,Particular,DOMÉSTICO,VIVIENDAS,82
ALICANTE,2.021,7,Procede de baja,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),1
ALICANTE,2.021,7,Procede de baja,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.021,7,Procede de baja,Particular,COMERCIAL,TALLERES MECANICOS Y SIMILAR,1
ALICANTE,2.021,7,Procede de baja,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,1
ALICANTE,2.021,7,Procede de baja,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",1
ALICANTE,2.021,8,Alta nueva,Particular,COMERCIAL,BARES SIN RESTAURACION Y CAFETERIAS,2
ALICANTE,2.021,8,Alta nueva,Particular,COMERCIAL,"HOSPITALES, CENTROS DE SALUD Y OTROS",2
ALICANTE,2.021,8,Alta nueva,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.021,8,Alta nueva,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,1
ALICANTE,2.021,8,Alta nueva,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",2
ALICANTE,2.021,8,Alta nueva,Particular,OBRAS,OBRAS,2
ALICANTE,2.021,8,Alta nueva,Particular,DOMÉSTICO,VIVIENDAS,55
ALICANTE,2.021,8,Alta nueva,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,7
ALICANTE,2.021,8,Cambio titular,Particular,DOMÉSTICO,VIVIENDAS,34
ALICANTE,2.021,8,Cambio titular,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,2
ALICANTE,2.021,8,Procede de baja,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,26
ALICANTE,2.021,8,Procede de baja,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",1
ALICANTE,2.021,8,Procede de baja,Particular,COMERCIAL,"HOSPITALES, CENTROS DE SALUD Y OTROS",1
ALICANTE,2.021,8,Procede de baja,Particular,COMERCIAL,CENTROS DE ENSEÑANZA,1
ALICANTE,2.021,8,Procede de baja,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.021,8,Procede de baja,Particular,DOMÉSTICO,VIVIENDAS,54
ALICANTE,2.021,9,Alta nueva,Particular,COMERCIAL,"HOSPITALES, CENTROS DE SALUD Y OTROS",2
ALICANTE,2.021,9,Alta nueva,Particular,COMERCIAL,INSTALACIONES VARIAS,2
ALICANTE,2.021,9,Alta nueva,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,9
ALICANTE,2.021,9,Alta nueva,Particular,DOMÉSTICO,VIVIENDAS,55
ALICANTE,2.021,9,Alta nueva,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),1
ALICANTE,2.021,9,Alta nueva,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,3
ALICANTE,2.021,9,Alta nueva,Particular,DOMÉSTICO,DESCALCIFICADORES,2
ALICANTE,2.021,9,Alta nueva,Particular,RIEGO/BALDEO,RIEGO AGUA REUTILIZADA,1
ALICANTE,2.021,9,Alta nueva,Particular,SERV. CONTRAINCENDIOS,BOCA INCENDIO EXTERNA,2
ALICANTE,2.021,9,Alta nueva,Particular,OBRAS,OBRAS,7
ALICANTE,2.021,9,Alta nueva,Particular,COMERCIAL,BARES SIN RESTAURACION Y CAFETERIAS,1
ALICANTE,2.021,9,Alta nueva,Particular,COMERCIAL,HOTELES Y RESIDENCIAS,1
ALICANTE,2.021,9,Cambio titular,Particular,DOMÉSTICO,VIVIENDAS,41
ALICANTE,2.021,9,Cambio titular,Particular,COMERCIAL,ALMACENES Y NAVES DE MERCANCIAS,1
ALICANTE,2.021,9,Cambio titular,Particular,NO DOMÉSTICO,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.021,9,Cambio titular,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,2
ALICANTE,2.021,9,Cambio titular,Particular,COMERCIAL,VIVIENDAS,1
ALICANTE,2.021,9,Procede de baja,Particular,DOMÉSTICO,VIVIENDAS,76
ALICANTE,2.021,9,Procede de baja,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.021,9,Procede de baja,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",1
ALICANTE,2.021,9,Procede de baja,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,4
ALICANTE,2.021,9,Procede de baja,Particular,NO DOMÉSTICO,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,1
ALICANTE,2.021,9,Procede de baja,Particular,COMERCIAL,PUBS Y LOCALES CON HORARIO ESPECIAL,1
ALICANTE,2.021,9,Procede de baja,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,23
ALICANTE,2.021,10,Alta nueva,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.021,10,Alta nueva,Particular,SERV. CONTRAINCENDIOS,LOCALES COMERCIALES/COMERCIO,1
ALICANTE,2.021,10,Alta nueva,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,4
ALICANTE,2.021,10,Alta nueva,Particular,NO DOMÉSTICO,INSTALACIONES VARIAS,1
ALICANTE,2.021,10,Alta nueva,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,1
ALICANTE,2.021,10,Alta nueva,Particular,OBRAS,OBRAS,2
ALICANTE,2.021,10,Alta nueva,Particular,COMERCIAL,ALMACENES Y NAVES DE MERCANCIAS,2
ALICANTE,2.021,10,Alta nueva,Particular,COMERCIAL,SUPERMERCADOS (SUPERSERVICIOS),1
ALICANTE,2.021,10,Alta nueva,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),2
ALICANTE,2.021,10,Alta nueva,Particular,DOMÉSTICO,VIVIENDAS,27
ALICANTE,2.021,10,Alta nueva,Particular,SERV. CONTRAINCENDIOS,BOCA INCENDIO EXTERNA,3
ALICANTE,2.021,10,Alta nueva,Particular,COMERCIAL,BARES SIN RESTAURACION Y CAFETERIAS,1
ALICANTE,2.021,10,Alta nueva,Particular,COMERCIAL,INSTALACIONES VARIAS,2
ALICANTE,2.021,10,Cambio titular,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,2
ALICANTE,2.021,10,Cambio titular,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.021,10,Cambio titular,Particular,DOMÉSTICO,VIVIENDAS,35
ALICANTE,2.021,10,Procede de baja,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",3
ALICANTE,2.021,10,Procede de baja,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.021,10,Procede de baja,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,6
ALICANTE,2.021,10,Procede de baja,Particular,DOMÉSTICO,VIVIENDAS,57
ALICANTE,2.021,10,Procede de baja,Particular,COMERCIAL,COMERCIO INDUSTRIAL,1
ALICANTE,2.021,10,Procede de baja,Particular,COMERCIAL,BARES SIN RESTAURACION Y CAFETERIAS,1
ALICANTE,2.021,10,Procede de baja,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,16
ALICANTE,2.021,10,Procede de baja,Particular,COMERCIAL,ALMACENES Y NAVES DE MERCANCIAS,1
ALICANTE,2.021,11,Alta nueva,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",3
ALICANTE,2.021,11,Alta nueva,Particular,DOMÉSTICO,VIVIENDAS,43
ALICANTE,2.021,11,Alta nueva,Particular,COMERCIAL,ALMACENES Y NAVES DE MERCANCIAS,1
ALICANTE,2.021,11,Alta nueva,Particular,OBRAS,OBRAS,5
ALICANTE,2.021,11,Alta nueva,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),4
ALICANTE,2.021,11,Alta nueva,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,10
ALICANTE,2.021,11,Alta nueva,Particular,COMERCIAL,TALLERES MECANICOS Y SIMILAR,1
ALICANTE,2.021,11,Cambio titular,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.021,11,Cambio titular,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,2
ALICANTE,2.021,11,Cambio titular,Particular,DOMÉSTICO,VIVIENDAS,32
ALICANTE,2.021,11,Procede de baja,Particular,DOMÉSTICO,VIVIENDAS,78
ALICANTE,2.021,11,Procede de baja,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,2
ALICANTE,2.021,11,Procede de baja,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,20
ALICANTE,2.021,11,Procede de baja,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",1
ALICANTE,2.021,11,Procede de baja,Particular,COMERCIAL,CENTROS DE ENSEÑANZA,1
ALICANTE,2.021,11,Procede de baja,Particular,COMERCIAL,ALMACENES Y NAVES DE MERCANCIAS,1
ALICANTE,2.021,11,Procede de baja,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,2
ALICANTE,2.021,11,Procede de baja,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),2
ALICANTE,2.021,12,Alta nueva,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,2
ALICANTE,2.021,12,Alta nueva,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,6
ALICANTE,2.021,12,Alta nueva,Particular,DOMÉSTICO,VIVIENDAS,75
ALICANTE,2.021,12,Alta nueva,Particular,RIEGO/BALDEO,RIEGOS FUENTES Y JARDINES,1
ALICANTE,2.021,12,Alta nueva,Particular,DOMÉSTICO,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",1
ALICANTE,2.021,12,Alta nueva,Particular,SERV. CONTRAINCENDIOS,BOCA INCENDIO EXTERNA,3
ALICANTE,2.021,12,Alta nueva,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),7
ALICANTE,2.021,12,Cambio titular,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,3
ALICANTE,2.021,12,Cambio titular,Particular,COMERCIAL,COMERCIO INDUSTRIAL,1
ALICANTE,2.021,12,Cambio titular,Particular,DOMÉSTICO,VIVIENDAS,35
ALICANTE,2.021,12,Cambio titular,Particular,COMERCIAL,"HOSPITALES, CENTROS DE SALUD Y OTROS",1
ALICANTE,2.021,12,Procede de baja,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,1
ALICANTE,2.021,12,Procede de baja,Particular,COMERCIAL,MERCADOS,1
ALICANTE,2.021,12,Procede de baja,Particular,COMERCIAL,ALMACENES Y NAVES DE MERCANCIAS,1
ALICANTE,2.021,12,Procede de baja,Particular,COMERCIAL,BARES SIN RESTAURACION Y CAFETERIAS,1
ALICANTE,2.021,12,Procede de baja,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",2
ALICANTE,2.021,12,Procede de baja,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,13
ALICANTE,2.021,12,Procede de baja,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,2
ALICANTE,2.021,12,Procede de baja,Particular,DOMÉSTICO,VIVIENDAS,60
ALICANTE,2.022,1,Alta nueva,Particular,OBRAS,OBRAS,4
ALICANTE,2.022,1,Alta nueva,Particular,COMERCIAL,ALMACENES Y NAVES DE MERCANCIAS,1
ALICANTE,2.022,1,Alta nueva,Particular,DOMÉSTICO,VIVIENDAS,220
ALICANTE,2.022,1,Alta nueva,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,2
ALICANTE,2.022,1,Alta nueva,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,5
ALICANTE,2.022,1,Alta nueva,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,3
ALICANTE,2.022,1,Alta nueva,Particular,RIEGO/BALDEO,RIEGO AGUA REUTILIZADA,1
ALICANTE,2.022,1,Alta nueva,Particular,COMERCIAL,CENTROS RELIGIOSOS,1
ALICANTE,2.022,1,Alta nueva,Particular,COMERCIAL,CENTROS DE ENSEÑANZA,2
ALICANTE,2.022,1,Alta nueva,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),6
ALICANTE,2.022,1,Cambio titular,Particular,DOMÉSTICO,VIVIENDAS,42
ALICANTE,2.022,1,Cambio titular,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",1
ALICANTE,2.022,1,Cambio titular,Singular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,1
ALICANTE,2.022,1,Cambio titular,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,2
ALICANTE,2.022,1,Procede de baja,Particular,COMERCIAL,RESTAURANTES/CERVECERIAS Y BARES CON RESTAURACION,1
ALICANTE,2.022,1,Procede de baja,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,2
ALICANTE,2.022,1,Procede de baja,Particular,COMERCIAL,ALMACENES Y NAVES DE MERCANCIAS,1
ALICANTE,2.022,1,Procede de baja,Particular,DOMÉSTICO,VIVIENDAS,51
ALICANTE,2.022,1,Procede de baja,Particular,COMERCIAL,LOCALES COMERCIALES/COMERCIO,11
ALICANTE,2.022,1,Procede de baja,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",2
ALICANTE,2.022,2,Alta nueva,Particular,COMERCIAL,OFICINAS PROFESIONALES Y OTRAS DEPENDENCIAS,3
ALICANTE,2.022,2,Alta nueva,Particular,SERV. CONTRAINCENDIOS,BOCA INCENDIO EXTERNA,1
ALICANTE,2.022,2,Alta nueva,Particular,COMERCIAL,CENTROS DE ENSEÑANZA,1
ALICANTE,2.022,2,Alta nueva,Particular,COMERCIAL,"HOSPITALES, CENTROS DE SALUD Y OTROS",1
ALICANTE,2.022,2,Alta nueva,Particular,COMERCIAL,INSTALACIONES VARIAS,1
ALICANTE,2.022,2,Alta nueva,Particular,DOMÉSTICO,COM. PROPIETARIOS(LIMPIEZA),2
ALICANTE,2.022,2,Alta nueva,Particular,COMERCIAL,INSTALACIONES DEPORTIVAS/CLUBS DEPORTIVOS,1
ALICANTE,2.022,2,Alta nueva,Particular,COMERCIAL,"VADOS, TRASTEROS E INMUEBLES SIN ACTIVIDAD",2
ALICANTE,2.022,2,Alta nueva,Particular,DOMÉSTICO,VIVIENDAS,44
